eval_discount_q,eval_abs_qs_difference,eval mean 100 episode reward,eval_ep_rewmean,eval_qs,eval_qs_difference,total timesteps,eval_time_elapsed,eval_eplenmean,mean 100 episode reward,update_time,discount_q,fps,train_time,qs_mean,time_elapsed,current_lr,episodes,act_time,eplenmean,qs_abs_difference,qs_difference,ep_rewmean,env_time,n_updates,q_grad_norm,qfs_loss
3.9016539565057586,2.794242,4.0,3.985384818181819,-1.1445915,-2.794241848120194,1,0,7.454545454545454,,,,,,,,,,,,,,,,,,
,,,,,,14514,,,17.0,166,5.439644788004913,73,0,-0.7900614,198,0.0003,660,1,20.54,5.376918558796908,-5.376918558796908,17.045215060000004,21,0,,
,,,,,,14591,,,17.1,166,15.166249983943581,73,0,-0.60933495,198,0.0003,664,1,20.6,14.14337035440027,-14.14337035440027,17.105035550000004,21,0,,
,,,,,,14660,,,17.0,169,5.048711468735645,73,0,-0.77936083,200,0.0003,668,1,20.53,4.622801440745188,-4.622801440745188,17.04504588,22,0,,
,,,,,,14759,,,16.6,171,4.503011746670825,72,0,-0.37699184,203,0.0003,672,1,20.31,3.687017644060422,-3.687017644060422,16.63201698,22,0,,
,,,,,,14852,,,16.8,173,9.217771396935344,72,0,-0.7197158,205,0.0003,676,1,20.5,11.440596866562819,-11.440596866562819,16.81795537,22,0,,
,,,,,,14953,,,17.0,176,7.335395118650625,71,0,-0.64659214,208,0.0003,680,1,21.02,5.012895364882414,-5.012895364882414,17.045692680000002,22,0,,
,,,,,,15100,,,18.1,181,42.26698376520407,70,0,-0.61061406,213,0.0003,684,1,21.64,49.48612880156207,-49.48612880156207,18.14612899,22,0,,
,,,,,,15183,,,18.0,181,3.438421342300358,71,0,-0.4810826,213,0.0003,688,1,21.53,3.1208712749638834,-3.1208712749638834,18.0112028,22,0,,
,,,,,,15255,,,17.7,183,4.540605533831711,70,0,-0.5413657,216,0.0003,692,2,21.24,3.6880614919244774,-3.6880614919244774,17.73426018,23,0,,
,,,,,,15351,,,18.1,185,4.764338663946986,70,0,-0.42776158,218,0.0003,696,2,21.61,2.3493662531355097,-0.7240673262163733,18.056202830000004,23,0,,
,,,,,,15469,,,18.1,188,4.623241724540361,69,0,-0.5024453,221,0.0003,700,2,21.74,5.092924678852223,-5.092924678852223,18.07065026,23,0,,
,,,,,,15558,,,18.5,190,17.669921824344296,69,0,-0.55000085,224,0.0003,704,2,21.91,17.240173931581303,-17.240173931581303,18.46078057,23,0,,
,,,,,,15617,,,18.3,192,10.606247798284347,68,0,-0.6657574,226,0.0003,708,2,21.8,9.085362923318144,-9.085362923318144,18.34146754,23,0,,
,,,,,,15696,,,18.4,192,3.9162672909494907,69,0,-0.6042235,226,0.0003,712,2,21.85,3.7061775901677683,-3.7061775901677683,18.402738359999997,23,0,,
,,,,,,15786,,,18.2,195,7.725110741954321,68,0,-0.6356997,229,0.0003,716,2,21.8,6.575034396288731,-6.575034396288731,18.24915037,23,0,,
,,,,,,15858,,,18.1,200,9.362069817601755,67,0,-0.58324546,234,0.0003,720,2,21.86,6.534454350263501,-6.534454350263501,18.12163112,23,0,,
,,,,,,15966,,,18.9,202,3.826009423550623,67,0,-0.56463885,236,0.0003,724,2,22.1,4.717724539196478,-4.717724539196478,18.877564559999996,23,0,,
,,,,,,16065,,,19.4,205,30.474971385659224,67,0,-0.59310544,239,0.0003,728,2,22.39,32.841714593986275,-32.841714593986275,19.3540846,24,0,,
,,,,,,16176,,,20.0,207,28.55280078561608,66,0,-0.59216076,242,0.0003,732,2,22.69,37.46249915550742,-37.46249915550742,19.976185100000002,24,0,,
,,,,,,16258,,,19.5,210,5.738543009095415,66,0,-0.29301164,245,0.0003,736,2,22.43,3.161063147764234,-2.963556919773374,19.51138639,24,0,,
,,,,,,16343,,,19.4,212,3.313740746901973,65,0,-0.11260262,247,0.0003,740,2,22.58,2.0645351338052023,-1.6415468952056407,19.42003801,24,0,,
,,,,,,16408,,,19.0,215,7.567172076728137,65,0,-0.38619655,250,0.0003,744,2,22.23,3.9911582734493147,-3.9911582734493147,19.035075420000002,24,0,,
,,,,,,16496,,,18.2,215,9.598592348640501,65,0,-0.5296588,250,0.0003,748,2,21.84,7.252887909749933,-7.252887909749933,18.1671341,24,0,,
,,,,,,16568,,,18.2,217,4.681385733256513,65,0,-0.6542832,253,0.0003,752,2,21.82,4.67163711250338,-4.67163711250338,18.24071383,24,0,,
,,,,,,16622,,,18.2,220,4.672132070723727,64,0,-0.8063574,256,0.0003,756,2,21.79,4.296260022276436,-4.296260022276436,18.183564589999996,24,0,,
,,,,,,16716,,,18.2,223,7.279705086520498,64,0,-0.66987574,259,0.0003,760,2,22.02,8.390495435728502,-8.390495435728502,18.2031762,25,0,,
,,,,,,16802,,,18.0,225,12.064967264906016,64,0,-0.4468691,261,0.0003,764,2,22.11,10.439648224601427,-10.439648224601427,17.991405210000003,25,0,,
,,,,,,16877,,,18.1,225,5.343429490766347,64,0,-0.3672603,262,0.0003,768,2,22.17,4.438286920629872,-4.438286920629872,18.095423699999998,25,0,,
,,,,,,16955,,,17.8,228,3.2030534670231656,63,0,-0.48067236,264,0.0003,772,2,21.96,2.2017303771665993,-2.154749443725182,17.80638566,25,0,,
,,,,,,17096,,,18.7,231,3.1414280699309836,63,0,-0.83186424,267,0.0003,776,2,22.44,6.728237032528749,-6.728237032528749,18.65165473,25,0,,
,,,,,,17146,,,18.4,234,6.364734108432076,63,0,-0.31351647,270,0.0003,780,2,21.93,3.939858388478723,-3.939858388478723,18.38233677,25,0,,
,,,,,,17245,,,17.4,236,6.985961841576731,62,0,-0.5693092,273,0.0003,784,2,21.45,5.963163288724727,-5.963163288724727,17.365507700000002,25,0,,
,,,,,,17325,,,17.5,239,4.04144290574201,62,0,-0.5616623,276,0.0003,788,2,21.42,3.335373990002159,-3.335373990002159,17.49541555,25,0,,
,,,,,,17406,,,17.5,242,5.895366351306262,62,0,-0.3658856,279,0.0003,792,2,21.51,3.545584465286647,-2.5895178147110607,17.47332987,26,0,,
,,,,,,17498,,,17.3,242,6.003901269127454,62,0,-0.59050643,279,0.0003,796,2,21.47,6.082110964045921,-6.082110964045921,17.262709010000002,26,0,,
,,,,,,17594,,,17.1,245,3.7078848961142206,62,0,-0.58207613,282,0.0003,800,2,21.25,4.224041539900214,-4.224041539900214,17.12472323,26,0,,
,,,,,,17679,,,16.8,247,5.928953823934246,61,0,-0.4781286,285,0.0003,804,2,21.21,5.4924550841553605,-5.4924550841553605,16.84541549,26,0,,
,,,,,,17755,,,16.7,250,4.2450181688041155,61,0,-0.37053373,288,0.0003,808,2,21.38,3.5133820141088745,-3.5133820141088745,16.74453137,26,0,,
,,,,,,17831,,,16.6,253,5.865085593811496,61,0,-0.39473468,291,0.0003,812,2,21.35,4.011716895495675,-4.011716895495675,16.634173509999997,26,0,,
,,,,,,17954,,,16.9,255,5.000695579726446,61,0,-0.6517545,294,0.0003,816,2,21.68,7.181135653797311,-7.181135653797311,16.914328740000002,26,0,,
,,,,,,18023,,,16.9,258,4.468948731881984,60,0,-0.30860278,297,0.0003,820,2,21.65,3.0890682094641004,-3.0890682094641004,16.884456080000003,26,0,,
,,,,,,18131,,,16.5,261,4.995650251428131,60,0,-0.6923325,300,0.0003,824,2,21.65,6.336395915106397,-6.336395915106397,16.51063073,27,0,,
,,,,,,18224,,,16.1,264,5.454968740249305,60,0,-0.5745355,302,0.0003,828,2,21.59,5.9505321506992095,-5.9505321506992095,16.13522336,27,0,,
,,,,,,18313,,,15.3,266,5.418611554313677,59,0,-0.4380734,305,0.0003,832,2,21.37,4.9258831162460845,-4.9258831162460845,15.33734447,27,0,,
,,,,,,18377,,,15.2,266,6.533463357979925,60,0,-0.6876544,306,0.0003,836,2,21.19,6.183635095536924,-6.183635095536924,15.24429196,27,0,,
,,,,,,18471,,,15.4,269,3.0423037590116118,59,0,-0.9511036,309,0.0003,840,2,21.28,4.66392053578177,-4.66392053578177,15.42333765,27,0,,
,,,,,,18563,,,15.7,272,6.80434599484469,59,0,-0.5995099,311,0.0003,844,2,21.55,5.60485150500673,-5.60485150500673,15.73958529,27,0,,
,,,,,,18656,,,16.3,275,19.804538259967583,59,0,-0.6882204,315,0.0003,848,2,21.6,22.23771430921012,-22.23771430921012,16.300117280000002,27,0,,
,,,,,,18723,,,16.1,278,4.691265267688746,58,0,-0.0957647,318,0.0003,852,2,21.55,2.5570841670274924,-2.5049726416684286,16.143592309999995,27,0,,
,,,,,,18821,,,16.3,281,4.189054637663069,58,0,-0.2102399,321,0.0003,856,2,21.99,2.5146365824308035,-2.4516721220403492,16.26377912,27,0,,
,,,,,,18893,,,16.2,281,23.965573795234068,58,0,-0.5374182,321,0.0003,860,2,21.77,18.90127807874063,-18.90127807874063,16.153122259999996,28,0,,
,,,,,,18965,,,16.0,284,3.6512328377906704,58,0,-0.05828644,324,0.0003,864,2,21.63,2.0039892073255876,-1.8515419051129078,15.98305438,28,0,,
,,,,,,19046,,,16.0,286,17.632174578279283,58,0,-0.6737794,327,0.0003,868,2,21.69,17.436644918162667,-17.436644918162667,15.99462115,28,0,,
,,,,,,19108,,,16.0,289,9.815551896843857,57,0,-0.7310728,330,0.0003,872,2,21.53,8.402892319487322,-8.402892319487322,15.988968329999999,28,0,,
,,,,,,19195,,,15.1,289,4.0688676954965235,58,0,-0.3240926,330,0.0003,876,2,20.99,2.881156601870134,-2.881156601870134,15.07934494,28,0,,
,,,,,,19259,,,15.1,292,4.119021590243412,57,0,-0.3449148,333,0.0003,880,2,21.13,3.0942266885395955,-3.0942266885395955,15.13526995,28,0,,
,,,,,,19335,,,15.2,295,4.028218355575344,57,0,-0.7640444,336,0.0003,884,2,20.9,4.908558029060432,-4.908558029060432,15.23247836,28,0,,
,,,,,,19410,,,15.0,298,3.868846035418857,57,0,-0.5661021,339,0.0003,888,2,20.85,4.238638681391199,-4.238638681391199,15.012627380000003,28,0,,
,,,,,,19466,,,14.9,298,6.862383804461904,57,0,-0.852661,340,0.0003,892,2,20.6,6.536974385604344,-6.536974385604344,14.857821520000002,28,0,,
,,,,,,19563,,,15.1,301,6.627957627298814,56,0,-0.55118173,343,0.0003,896,2,20.65,6.087066789797153,-6.087066789797153,15.074519260000002,28,0,,
,,,,,,19653,,,14.9,304,10.240274681732217,56,0,-0.633819,346,0.0003,900,2,20.59,8.055511354617474,-8.055511354617474,14.90924046,29,0,,
,,,,,,19739,,,14.8,307,8.059905060753056,56,0,-0.4077943,349,0.0003,904,2,20.6,4.227494961354077,-1.213932404702006,14.77763409,29,0,,
,,,,,,19852,,,15.8,310,2.5358432014163728,56,0,-0.5121069,352,0.0003,908,2,20.97,3.6765266084434267,-3.6765266084434267,15.826373680000001,29,0,,
,,,,,,19917,,,15.8,313,9.740345553984184,55,0,-0.6815316,356,0.0003,912,2,20.86,8.506268841565719,-8.506268841565719,15.76711498,29,0,,
,,,,,,19998,,,15.8,313,3.6697338568403777,56,0,-0.910652,356,0.0003,916,2,20.44,4.758516898710179,-4.758516898710179,15.83037045,29,0,,
3.9185656158045137,2.7890844,4.0,4.003135181818181,-1.1464441,-2.789084644711984,20001,0,7.545454545454546,,,,,,,,,,,,,,,,,,
,,,,,,20072,,,15.9,316,4.710418955295169,55,0,-0.50160956,359,0.0003,920,2,20.49,3.6491130524145845,-3.6491130524145845,15.88852726,29,0,,
,,,,,,20157,,,15.4,320,4.8453461307540335,55,0,-0.29339775,362,0.0003,924,2,20.26,2.988930195183759,-2.698299574594543,15.44119421,29,0,,
,,,,,,20299,,,16.6,323,3.5279414584914033,55,0,-0.6021263,366,0.0003,928,2,20.75,6.754592666939446,-6.754592666939446,16.611648650000003,29,0,,
,,,,,,20414,,,16.9,331,5.228304082040012,54,0,-0.5185889,374,0.0003,932,2,21.01,4.184697103297503,-4.1815900540607265,16.93859886,30,0,,
,,,,,,20502,,,16.9,334,4.478734563022136,54,0,-0.317489,378,0.0003,936,2,21.25,3.0615259192730653,-3.0615259192730653,16.949248190000002,30,0,,
,,,,,,20596,,,16.9,334,6.456162372434738,54,0,-0.5029272,378,0.0003,940,2,21.25,4.700030914959583,-4.700030914959583,16.94960998,30,0,,
,,,,,,20689,,,16.8,338,3.7985769893397823,54,0,-0.56162685,381,0.0003,944,2,21.26,4.518689522417058,-4.518689522417058,16.76900353,30,0,,
,,,,,,20748,,,16.2,341,7.3783762487985225,53,0,-0.746332,385,0.0003,948,2,20.92,6.159932950346686,-6.159932950346686,16.24965079,30,0,,
,,,,,,20816,,,16.1,344,3.1414031182131734,53,0,-0.8669238,388,0.0003,952,2,20.93,3.9348057370567693,-3.9348057370567693,16.13881046,30,0,,
,,,,,,20923,,,16.7,347,9.839611959089224,53,0,-0.7214482,392,0.0003,956,2,21.02,13.735966373663059,-13.735966373663059,16.74912223,30,0,,
,,,,,,21000,,,16.8,351,11.989475222575912,53,0,-0.6292883,395,0.0003,960,2,21.07,11.990751533425277,-11.990751533425277,16.774290280000002,30,0,,
,,,,,,21067,,,17.0,351,9.180944606263784,53,0,-0.60330415,395,0.0003,964,2,21.02,7.279565209602329,-7.279565209602329,16.96276325,30,0,,
,,,,,,21199,,,17.8,354,4.46734915241535,53,0,-0.8042667,399,0.0003,968,2,21.53,8.715373216553614,-8.715373216553614,17.825934750000002,31,0,,
,,,,,,21295,,,17.8,358,5.609719439541588,52,0,-0.45190442,403,0.0003,972,2,21.87,3.0843710855776125,-3.080756012480335,17.793889179999997,31,0,,
,,,,,,21373,,,17.9,361,8.343340377315837,52,0,-0.7344186,406,0.0003,976,2,21.78,8.666152690162177,-8.666152690162177,17.925377809999997,31,0,,
,,,,,,21493,,,18.6,364,3.896444103675585,52,0,-0.5474017,410,0.0003,980,2,22.34,5.113683160568712,-5.113683160568712,18.625222620000002,31,0,,
,,,,,,21601,,,18.8,371,14.940584388528707,51,0,-0.50456715,417,0.0003,984,2,22.66,16.68857016379846,-16.68857016379846,18.76546464,31,0,,
,,,,,,21690,,,19.1,371,7.46377179582543,51,0,-0.7386336,417,0.0003,988,2,22.8,8.852803915356692,-8.852803915356692,19.10077754,31,0,,
,,,,,,21794,,,20.0,375,30.49667482205367,51,0,-0.5696656,421,0.0003,992,2,23.28,32.438495024862135,-32.438495024862135,19.950977220000002,32,0,,
,,,,,,21853,,,19.7,378,11.691159207711177,51,0,-0.6213465,424,0.0003,996,2,22.9,8.72374976608648,-8.72374976608648,19.65941441,32,0,,
,,,,,,21921,,,19.5,383,9.388747610650178,51,0,-0.674013,429,0.0003,1000,2,22.68,8.996445027200018,-8.996445027200018,19.477433519999998,32,0,,
,,,,,,21996,,,19.6,383,11.779120617863171,51,0,-0.69068843,429,0.0003,1004,2,22.57,11.165089962436909,-11.165089962436909,19.602399359999996,32,0,,
,,,,,,22049,,,18.6,387,7.442400491369545,50,0,-0.83672637,433,0.0003,1008,2,21.97,6.38729764363434,-6.38729764363434,18.5934852,32,0,,
,,,,,,22143,,,18.9,390,3.412119215072474,50,0,-0.50716376,437,0.0003,1012,2,22.26,3.773605518039034,-3.773605518039034,18.875154570000003,32,0,,
,,,,,,22254,,,19.2,394,6.065743819255431,50,0,-0.68254757,441,0.0003,1016,2,22.56,8.590460849453637,-8.590460849453637,19.222218820000002,32,0,,
,,,,,,22350,,,19.5,397,4.632198748491893,50,0,-0.7620853,445,0.0003,1020,2,22.78,5.875335096444854,-5.875335096444854,19.510093219999998,33,0,,
,,,,,,22422,,,19.6,401,4.967620837561758,49,0,-0.6319488,448,0.0003,1024,2,22.65,5.165900121250508,-5.165900121250508,19.59977838,33,0,,
,,,,,,22535,,,18.6,404,13.026752120554342,49,0,-0.43176204,452,0.0003,1028,2,22.36,11.21699798634134,-11.21699798634134,18.5811321,33,0,,
,,,,,,22595,,,18.2,404,7.391260221312886,49,0,-0.6422968,452,0.0003,1032,2,21.81,5.975362826025128,-5.975362826025128,18.22864762,33,0,,
,,,,,,22706,,,19.0,411,2.0702205564243314,49,0,-0.61569166,460,0.0003,1036,2,22.04,2.9470106678861963,-2.9470106678861963,19.03198898,33,0,,
,,,,,,22813,,,19.3,415,8.083365983269578,49,0,-0.5383512,463,0.0003,1040,2,22.17,9.97159551808027,-9.97159551808027,19.28766458,33,0,,
,,,,,,22869,,,19.2,415,4.251956792703409,49,0,-0.47551084,463,0.0003,1044,2,21.8,3.9188499904181535,-3.9188499904181535,19.167671419999998,33,0,,
,,,,,,22959,,,19.3,419,5.929205876850468,49,0,-0.37181905,467,0.0003,1048,3,22.11,3.854818582927027,-3.183697812882705,19.30111805,33,0,,
,,,,,,23050,,,19.5,422,3.6693943664466926,48,0,-0.14962986,471,0.0003,1052,3,22.34,2.5264167591724997,0.5909097329748196,19.46817737,33,0,,
,,,,,,23136,,,19.1,426,3.290579844136443,48,0,-0.8967728,475,0.0003,1056,3,22.13,4.691198383911416,-4.691198383911416,19.085792629999997,34,0,,
,,,,,,23187,,,18.8,426,4.937454764692422,48,0,-0.28575003,475,0.0003,1060,3,21.87,3.4616521542963388,-3.4616521542963388,18.82000916,34,0,,
,,,,,,23246,,,18.8,430,11.47573563909802,48,0,-0.65163916,479,0.0003,1064,3,21.79,9.363998370003618,-9.363998370003618,18.783043980000002,34,0,,
,,,,,,23308,,,17.9,433,9.700460870784582,48,0,-0.87172294,482,0.0003,1068,3,21.09,9.736126390039736,-9.736126390039736,17.91670664,34,0,,
,,,,,,23389,,,18.0,433,10.564765236726322,48,0,-0.5020289,483,0.0003,1072,3,20.94,10.600130081350494,-10.600130081350494,17.99434332,34,0,,
,,,,,,23496,,,18.2,439,8.60661979147682,48,0,-0.5392549,489,0.0003,1076,3,21.23,10.17137495326287,-10.17137495326287,18.16076661,34,0,,
,,,,,,23598,,,17.8,443,6.7730562395957135,47,0,-0.43973425,493,0.0003,1080,3,21.05,5.3317987730340235,-5.3317987730340235,17.765555109999998,34,0,,
,,,,,,23661,,,17.3,447,8.748277200216982,47,0,-0.5068376,497,0.0003,1084,3,20.6,5.605377106010159,-5.605377106010159,17.29491667,34,0,,
,,,,,,23787,,,17.9,451,41.52792702441803,47,0,-0.5870576,501,0.0003,1088,3,20.97,42.205384099646515,-42.205384099646515,17.946619830000003,34,0,,
,,,,,,23870,,,17.5,454,4.209879058872648,47,0,-0.55830175,505,0.0003,1092,3,20.76,3.590442137297135,-3.590442137297135,17.524259119999996,35,0,,
,,,,,,23935,,,17.6,458,4.010425167308135,47,0,-0.44624138,509,0.0003,1096,3,20.82,3.3088660021323464,-3.3088660021323464,17.59418997,35,0,,
,,,,,,24011,,,17.9,462,15.979885674553366,46,0,-0.63792527,513,0.0003,1100,3,20.9,14.541273971705062,-14.541273971705062,17.86476837,35,0,,
,,,,,,24111,,,18.3,466,8.722643494854745,46,0,-0.5652687,517,0.0003,1104,3,21.15,11.584810687852237,-11.584810687852237,18.28039087,35,0,,
,,,,,,24204,,,18.9,470,3.494914784494439,46,0,-0.92888224,521,0.0003,1108,3,21.55,5.07462464367531,-5.07462464367531,18.866206069999997,35,0,,
,,,,,,24286,,,18.7,470,5.61289938557208,46,0,-0.6142168,521,0.0003,1112,3,21.43,5.985224157102531,-5.985224157102531,18.712136939999997,35,0,,
,,,,,,24377,,,18.4,474,11.644087885699182,46,0,-0.6099585,525,0.0003,1116,3,21.23,13.09239223520757,-13.09239223520757,18.39002766,35,0,,
,,,,,,24465,,,18.4,478,6.526755939484145,46,0,-0.63022643,529,0.0003,1120,3,21.15,6.651174845856585,-6.651174845856585,18.42695999,35,0,,
,,,,,,24567,,,18.4,481,4.6423871099075456,46,0,-0.33940887,533,0.0003,1124,3,21.45,2.2042931705349194,-1.8394997613539703,18.40867065,36,0,,
,,,,,,24647,,,18.1,485,5.897535609877641,45,0,-0.94647056,537,0.0003,1128,3,21.12,7.219969982231473,-7.219969982231473,18.09526677,36,0,,
,,,,,,24699,,,18.0,485,3.0903477077181916,45,0,-0.3210756,537,0.0003,1132,3,21.04,2.1655812295067367,-2.1655812295067367,17.975749020000002,36,0,,
,,,,,,24796,,,17.2,489,5.755730837408198,45,0,-0.5440384,541,0.0003,1136,3,20.9,5.285210202985831,-5.285210202985831,17.21672558,36,0,,
,,,,,,24850,,,16.7,493,4.037372336195381,45,0,-0.7051332,545,0.0003,1140,3,20.37,3.7438012421911697,-3.7438012421911697,16.68412986,36,0,,
,,,,,,24965,,,17.3,497,5.191380072035527,45,0,-0.64240855,549,0.0003,1144,3,20.96,6.908940515732306,-6.908940515732306,17.317234099999997,36,0,,
,,,,,,25081,,,18.5,501,17.787252302408472,44,4,-0.498833,558,0.0003,1148,3,21.22,26.281922512292375,-26.281922512292375,18.505500029999997,36,200,26.577236,85.21257
,,,,,,25231,,,20.7,508,11.351741093712555,44,9,20.713278,571,0.0003,1152,3,21.81,10.831800743659755,-2.9209005714341716,20.68880074,36,600,42.94029,75.27416
,,,,,,25339,,,21.9,512,22.777583074115775,43,12,27.970173,578,0.0003,1156,3,22.03,13.305333244699618,-1.0568501951991958,21.88916475,36,800,59.717358,71.83703
,,,,,,25510,,,24.6,520,11.68272483853186,43,17,36.900784,591,0.0003,1160,3,23.23,15.66505823714133,8.501969492921823,24.635861230000003,37,1200,120.54621,68.80517
,,,,,,25620,,,26.2,524,20.87489443183471,42,19,46.340385,597,0.0003,1164,3,23.74,20.39192925312489,18.51874148141223,26.154430890000004,37,1400,148.59038,64.20672
,,,,,,25769,,,28.2,528,23.70112411770405,42,22,53.46272,604,0.0003,1168,3,24.61,19.263691550563554,15.48433468239626,28.18336361,37,1600,182.38637,61.862896
,,,,,,26045,,,32.5,540,17.951246490341468,41,29,58.485134,624,0.0003,1172,3,26.56,27.255481998373234,-12.777148062838426,32.543460120000006,37,2200,297.13373,51.16047
,,,,,,26367,,,37.0,554,8.869778250013129,40,37,61.40736,647,0.0003,1176,4,28.71,10.905080662276948,3.837648890361185,36.95534945,38,2800,383.86194,45.288246
,,,,,,26737,,,43.0,571,6.881720400300892,39,47,73.30636,675,0.0003,1180,4,31.39,8.588285714806572,3.2972448890568202,43.04199389,38,3600,529.94885,44.94648
,,,,,,27051,,,48.7,586,9.525268373441774,38,54,103.659645,698,0.0003,1184,4,33.9,42.14691642136825,42.14691642136825,48.68220613,39,4200,725.6364,52.454758
,,,,,,27406,,,54.3,603,8.697083594174705,37,65,117.72701,726,0.0003,1188,4,36.19,34.47266356137957,34.41826280966159,54.29561499999999,39,5000,1076.601,68.7949
,,,,,,27812,,,62.3,621,6.319371809269919,36,75,131.70026,757,0.0003,1192,5,39.42,38.19331734775637,38.19331734775637,62.299827130000004,40,5800,1379.866,71.66644
,,,,,,28321,,,74.6,643,4.291579125531108,35,88,135.77782,792,0.0003,1196,5,43.86,29.594788226660743,2.4252021138260864,74.61333806,41,6800,1680.5004,93.21567
,,,,,,28994,,,90.6,668,0.811260494409768,34,103,167.44223,834,0.0003,1200,6,49.83,42.30169912697784,42.3001130857378,90.63906971,42,8000,2207.3257,106.87208
,,,,,,29731,,,110.5,702,0.6974519307569546,33,125,189.66975,892,0.0003,1204,6,56.2,21.643962673296244,15.095340505649824,110.51294327,43,9600,3053.2954,125.94464
189.8172340028502,54.754837,102.4,426.71324681818186,214.54637,54.71324103290774,30001,3,149.36363636363637,,,,,,,,,,,,,,,,,,
,,,,,,30331,,,126.1,729,2.052009318693892,32,140,216.69972,939,0.0003,1208,7,61.27,59.76415872341822,59.76415872341822,126.09360683999999,43,10800,3559.778,108.98581
,,,,,,30959,,,143.9,758,1.798900263055234,31,156,232.4851,985,0.0003,1212,7,66.73,61.45278405831416,61.45278405831416,143.93330863,44,12000,4428.4404,134.1701
,,,,,,31486,,,157.5,780,1.496232645394798,30,171,253.45697,1023,0.0003,1216,7,71.09,176.40032381672833,176.40032381672833,157.47624194,45,13000,4838.1533,135.67886
,,,,,,31899,,,165.9,798,4.643562345224396,30,179,233.66917,1051,0.0003,1220,8,74.34,158.2075682785465,158.2075682785465,165.93149131,46,13800,6298.897,159.97728
,,,,,,32472,,,182.0,822,1.7887821513062656,29,192,240.34238,1090,0.0003,1224,8,79.05,120.45959416397633,120.45959416397633,182.04862293000002,46,15000,6480.578,152.06636
,,,,,,32972,,,194.2,843,4.480051746660741,29,203,248.5443,1122,0.0003,1228,8,83.25,104.44989506751934,104.44989506751934,194.18041774000002,47,16000,5742.541,123.603806
,,,,,,33502,,,207.3,871,2.741423337449184,28,216,245.39813,1164,0.0003,1232,9,88.03,130.39238786768425,130.39238786768425,207.32478813999998,48,17200,6669.576,141.53424
,,,,,,34023,,,222.2,894,5.15299639535405,28,227,224.13235,1200,0.0003,1236,9,92.27,48.71555124381407,48.59621278445681,222.21628620000004,49,18200,6803.0645,162.40292
,,,,,,34637,,,239.6,923,2.1602710896286568,27,241,231.66612,1244,0.0003,1240,10,97.87,54.56540792417134,52.950620966082795,239.64178274999998,49,19400,6694.0283,169.2783
,,,,,,34964,,,244.9,937,4.248856549773936,27,248,270.8779,1266,0.0003,1244,10,99.99,230.22193196140543,230.22193196140543,244.91897083,50,20000,7274.3555,179.08313
,,,,,,35312,,,251.7,955,16.945096404913,27,260,254.42401,1297,0.0003,1248,10,102.31,122.73358819496528,122.73358819496528,251.69016393,50,20800,6811.1313,147.93951
,,,,,,35820,,,262.8,979,3.2633808550263543,26,271,264.42346,1333,0.0003,1252,10,105.89,141.43006075069613,141.43006075069613,262.79264558999995,51,21800,6645.846,164.80566
,,,,,,36331,,,274.3,1000,3.5368224092689653,26,282,244.16174,1366,0.0003,1256,11,109.92,112.67885717745911,112.67885717745911,274.30225906,52,22800,6426.368,147.80975
,,,,,,36904,,,287.7,1026,2.2740932269124783,26,294,231.23204,1406,0.0003,1260,11,113.94,86.18373505514238,86.18373505514238,287.72121948,52,24000,7279.042,151.27104
,,,,,,37448,,,300.5,1050,2.6774307008646847,25,307,240.18282,1444,0.0003,1264,12,118.28,106.30770928473108,106.30770928473108,300.51639769,53,25000,7038.5093,168.84889
,,,,,,37980,,,311.8,1074,2.8977936388145102,25,318,235.13765,1480,0.0003,1268,12,122.11,110.74763781389774,110.74763781389774,311.79907002999994,54,26000,7050.0,156.50168
,,,,,,38553,,,322.5,1103,2.343396622659357,25,336,235.62912,1528,0.0003,1272,12,125.08,93.9573741673275,93.9573741673275,322.48500474,55,27200,6294.1636,148.12872
,,,,,,39081,,,330.9,1129,2.8394244168699214,24,347,227.73187,1567,0.0003,1276,13,127.14,111.01822583875195,111.01822583875195,330.90610339,55,28200,7216.652,151.59238
,,,,,,39626,,,339.2,1159,2.782195644021632,24,360,220.45047,1611,0.0003,1280,13,128.89,84.4031023160355,84.4031023160355,339.20567237,56,29400,6359.591,118.28021
,,,,,,39929,,,340.5,1172,46.575960211707475,24,366,216.96779,1631,0.0003,1284,13,128.78,42.6701824407344,37.07752244862023,340.46523097000005,57,30000,6262.0425,138.28117
197.8512555771081,40.102356,172.9,452.3205032727273,210.25731,36.82932927441084,40001,2,147.8181818181818,,,,,,,,,,,,,,,,,,
,,,,,,40517,,,350.8,1200,2.4019906132582336,24,379,204.04362,1676,0.0003,1288,14,131.11,36.420153349549786,34.024955129103596,350.7641838100001,57,31200,6203.419,145.0901
,,,,,,41089,,,358.4,1244,2.9891800056551805,23,396,203.17355,1746,0.0003,1292,15,132.77,32.41478249054046,30.523798051530477,358.37672763999996,63,32200,5426.4473,123.20157
,,,,,,41573,,,360.2,1270,7.115321417335288,23,408,189.93333,1784,0.0003,1296,15,132.52,27.669264049316553,14.09359778554932,360.24454433000005,64,33200,4867.379,100.25168
,,,,,,42168,,,361.6,1302,2.1213692708442844,23,422,206.33083,1832,0.0003,1300,15,131.74,42.620686562334114,42.59250567693117,361.57900571,65,34400,5615.3994,119.34315
