eval_eplenmean,eval_time_elapsed,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,total timesteps,eval_abs_qs_difference,eval_qs,eval_qs_difference,fps,update_time,act_time,qs_difference,discount_q,mean 100 episode reward,ep_rewmean,eplenmean,train_time,env_time,episodes,current_lr,qs_mean,n_updates,time_elapsed,qs_abs_difference,qfs_loss,q_grad_norm
27.272727272727273,0,23.4,23.50451109090909,21.090779311549312,1,10.0202875,-0.39565918,-10.020287206433272,,,,,,,,,,,,,,,,,,
,,,,,263973,,,,12,13417,179,5.05805997841594,0.9532785918468829,1218.9,1218.8845612799998,326.88,6257,402,2032,0.0003,336.2062,478000,20562,6.89613044184145,20.57021,1116.2522
,,,,,265735,,,,12,13496,181,-2.7673006289289397,0.0008825784618865463,1224.2,1224.16449384,327.28,6303,404,2036,0.0003,344.79688,481600,20692,6.763776670257915,46.18164,2245.469
,,,,,267039,,,,12,13552,182,20.124530410289292,0.004348721493720547,1227.6,1227.61374495,327.71,6337,406,2040,0.0003,278.9775,484200,20785,20.35037877006089,27.387457,1333.7584
,,,,,267940,,,,12,13592,182,40.67249082592142,0.35168138313659353,1166.6,1166.61789151,312.22,6361,408,2044,0.0003,293.00174,486000,20851,42.28575549796234,29.348106,1530.8789
,,,,,268794,,,,12,13627,183,17.574945850683648,0.6984731622168401,1145.4,1145.43083933,306.44,6381,409,2048,0.0003,297.33246,487600,20908,17.62873724891913,21.830755,1023.7726
,,,,,269980,,,,12,13679,184,71.0988501009678,0.024478991140565544,1157.1,1157.1362223800002,307.92,6413,411,2052,0.0003,338.5496,490000,20995,71.0988501009678,54.49293,2148.9866
424.09090909090907,10,1717.9,1615.9592879999998,269.66725325548646,270001,28.497509,338.29422,24.159468892758117,,,,,,,,,,,,,,,,,,
,,,,,270968,,,,12,13722,184,19.139574022030743,0.11469281351982641,1127.6,1127.5902646099998,300.0,6439,412,2056,0.0003,284.0629,492000,21078,21.36707403372279,54.260498,2253.0022
,,,,,271862,,,,12,13762,185,6.449457345149101,0.50773437445296,1100.7,1100.6664805,293.14,6462,414,2060,0.0003,296.6206,493800,21142,7.493302398506303,43.67066,2173.153
,,,,,272750,,,,12,13801,186,220.43325189692612,0.08349500593676326,1072.2,1072.16407069,286.41,6486,415,2064,0.0003,355.6956,495600,21208,220.43325189692612,63.876675,3194.9797
,,,,,273828,,,,12,13849,187,6.2885946524179674,0.0854657012630858,1075.9,1075.89744281,286.96,6514,417,2068,0.0003,300.52765,497800,21287,7.4649179003685715,39.685593,1929.9425
,,,,,274885,,,,12,13893,187,15.094436962838856,0.0997672805301065,1087.5,1087.5104605,289.24,6540,418,2072,0.0003,303.74243,499800,21360,15.544819635833377,38.076088,1632.4926
,,,,,275868,,,,12,13937,188,18.240366839687074,0.22836704020938262,1069.8,1069.78764247,284.77,6566,420,2076,0.0003,308.68167,501800,21432,18.492032077478115,58.916832,2832.2993
,,,,,277098,,,,12,13990,189,25.897745702215385,0.01905214125120918,1056.5,1056.49878177,281.56,6598,422,2080,0.0003,313.96042,504200,21520,26.232799179665093,47.711685,2089.0522
,,,,,278022,,,,12,14034,190,10.335649579116634,0.44063505975941586,1062.4,1062.40638085,282.96,6624,423,2084,0.0003,305.1254,506200,21592,11.15612960878701,35.208996,1720.047
,,,,,279057,,,,12,14078,190,18.080861644499933,0.19645167455711593,1073.2,1073.2196176300001,285.06,6650,425,2088,0.0003,316.6572,508200,21665,18.492966939739336,35.483303,1628.3785
205.54545454545453,5,1557.8,633.7219175454546,212.98398949493492,280001,168.73654,359.3346,168.73655212114366,,,,,,,,,,,,,,,,,,
,,,,,280225,,,,12,14131,191,17.891125943082578,0.079834240547625,1074.6,1074.6254177300002,285.34,6681,427,2092,0.0003,321.39487,510600,21757,18.745258513629764,45.500465,2139.1133
,,,,,281447,,,,12,14184,192,166.38658717012711,0.00898129341753491,1079.0,1079.0073418799998,287.1,6712,429,2096,0.0003,362.73322,513000,21845,166.38658717012711,34.226433,2043.305
,,,,,282172,,,,12,14215,193,-1.0730122188924527,2.4495739558670837,1048.1,1048.10569332,279.51,6730,430,2100,0.0003,289.307,514400,21896,4.160991809644297,33.567875,1677.4485
,,,,,283303,,,,12,14268,194,18.01043945328438,0.0412790261965102,1039.5,1039.52627987,277.49,6762,431,2104,0.0003,294.0334,516800,21983,18.688109337516,45.195343,1669.0765
,,,,,284238,,,,12,14308,194,6.187578704334481,0.25686756023828117,1024.8,1024.8055743300001,273.27,6785,433,2108,0.0003,287.57663,518600,22049,8.158125121273555,26.988832,1357.2202
,,,,,285440,,,,12,14362,195,2.217305150030989,0.02066099986207696,1029.5,1029.4677950399998,274.27,6816,435,2112,0.0003,290.15414,521000,22137,6.648572492278043,42.043808,2851.9312
,,,,,286185,,,,12,14393,196,271.3944779855454,0.1036688603058336,1002.5,1002.5358544599999,267.83,6835,436,2116,0.0003,336.84824,522400,22188,271.3944779855454,39.75782,2417.4407
,,,,,287169,,,,12,14437,196,36.86186803371945,0.16698524332882758,989.2,989.2374659799998,264.77,6861,437,2120,0.0003,302.31207,524400,22261,36.9767297803738,44.145493,2727.2422
,,,,,288305,,,,12,14490,197,27.228673151353526,0.03567468953235985,989.7,989.7488458900001,264.3,6892,439,2124,0.0003,295.69653,526800,22349,29.053979971718594,62.796375,3646.845
,,,,,289478,,,,12,14539,198,13.277942022314068,0.05730253086298491,996.2,996.2464549799998,264.98,6921,441,2128,0.0003,312.66483,529000,22429,13.652449483723988,34.928253,1968.7828
282.90909090909093,6,1352.6,1041.107958909091,269.62781173025786,290001,42.18857,314.08093,40.77483266895429,,,,,,,,,,,,,,,,,,
,,,,,290631,,,,12,14593,199,21.67580001875201,0.0195762666111571,1006.1,1006.0503014000002,266.58,6952,443,2132,0.0003,278.17273,531400,22524,21.79214238092883,29.249477,1788.0264
,,,,,291667,,,,12,14637,200,0.9613442311945916,0.08369897559813323,978.1,978.0820768700002,259.32,6978,444,2136,0.0003,279.925,533400,22597,10.213404575657824,40.80299,2592.914
,,,,,292824,,,,12,14691,201,18.03985090299043,0.03754609256441523,971.5,971.53284505,257.85,7009,446,2140,0.0003,303.6294,535800,22685,18.454625911882843,39.86652,2133.094
,,,,,294123,,,,12,14749,202,4.9195072237758675,0.16436544553531016,987.3,987.2994603500001,261.83,7043,448,2144,0.0003,341.9766,538400,22780,9.928536013236437,40.37306,2461.5627
,,,,,295346,,,,12,14802,202,5.470613134223786,0.0677611640380363,1004.4,1004.43950927,265.52,7074,450,2148,0.0003,326.41736,540800,22868,8.099141132357179,27.631853,1880.8665
,,,,,296547,,,,12,14856,203,10.940278339745195,0.04588812781809869,1005.0,1004.9913977600002,265.67,7105,452,2152,0.0003,320.53986,543200,22956,14.519497875214833,33.72633,2221.6824
,,,,,297789,,,,12,14909,204,-6.333575844896481,0.039526650329137554,1016.3,1016.3339728999999,268.21,7136,454,2156,0.0003,325.3999,545600,23043,10.39929197662777,40.297993,2342.149
,,,,,299006,,,,12,14967,205,7.892690512366514,0.011247875271656322,1029.3,1029.2899923200002,271.44,7170,456,2160,0.0003,277.20767,548200,23138,11.43642435528699,36.780293,2322.1182
,,,,,299870,,,,12,15003,206,12.855979122657567,0.9246558312239453,1032.0,1032.02171665,271.2,7191,457,2164,0.0003,311.6977,549800,23198,12.969129205796007,42.435474,2507.8904
283.6363636363636,6,1320.2,1126.723795,280.8414281987321,300001,13.706641,308.59845,9.58315462690601,,,,,,,,,,,,,,,,,,
,,,,,300757,,,,12,15044,206,23.550374968792283,0.32486926998823307,1024.1,1024.0744746599999,269.29,7214,459,2168,0.0003,283.9312,551600,23271,23.61681820055776,32.85006,1694.7161
,,,,,301835,,,,12,15093,207,6.7796448328300905,0.07221192976795236,1024.7,1024.7171365,269.5,7243,460,2172,0.0003,296.641,553800,23352,11.028621575912128,38.679848,2517.8218
,,,,,303006,,,,12,15147,208,17.220056365285547,0.032382287182032676,1033.1,1033.0531999900002,271.38,7274,462,2176,0.0003,311.5457,556200,23440,17.682207337948633,50.385643,3285.7234
,,,,,304323,,,,12,15205,209,3.80733742674866,0.010387932673406902,1039.0,1038.9565635499998,272.25,7308,464,2180,0.0003,313.60873,558800,23536,7.84897891909531,27.092724,1746.612
,,,,,305388,,,,12,15250,210,17.6393617063243,0.10539716088885602,1046.7,1046.67618229,273.66,7334,466,2184,0.0003,304.8738,560800,23609,19.177648694683725,33.97486,2200.9875
,,,,,305670,,,,12,15264,210,284.76955407411157,0.8255393645269195,1017.8,1017.7522284800002,266.13,7342,466,2188,0.0003,292.17316,561400,23631,284.76955407411157,36.384422,2355.5227
,,,,,305722,,,,12,15268,210,287.5675769639459,5.974585471124554,973.0,972.9830744000001,254.97,7345,466,2192,0.0003,292.6947,561600,23639,287.5675769639459,39.793613,2126.1743
,,,,,305773,,,,12,15268,210,287.61643482387456,6.186666711760792,928.5,928.5481448599999,243.26,7345,466,2196,0.0003,292.8721,561600,23639,287.61643482387456,,
,,,,,305867,,,,12,15273,210,294.76445574462434,20.571735909789354,903.7,903.67507324,236.95,7347,467,2200,0.0003,312.42227,561800,23646,294.76445574462434,63.929813,3778.309
,,,,,305997,,,,12,15277,210,293.4572706317041,17.48958557442817,863.2,863.17233115,226.94,7350,467,2204,0.0003,315.42236,562000,23654,293.4572706317041,44.96608,2660.9512
,,,,,306137,,,,12,15286,211,288.2608436098138,15.05919216387085,829.5,829.48254271,218.99,7355,467,2208,0.0003,309.09064,562400,23668,288.2608436098138,34.237938,2078.7412
,,,,,306287,,,,12,15291,211,282.05366133074057,13.407087205812946,785.4,785.4490349499999,208.47,7358,467,2212,0.0003,301.79788,562600,23676,282.05366133074057,36.011513,2192.5576
,,,,,306661,,,,12,15309,211,271.2664428444029,1.4581355379620224,770.4,770.40863494,204.76,7368,468,2216,0.0003,292.5744,563400,23706,271.2664428444029,42.16319,2294.6018
,,,,,307611,,,,12,15355,212,6.352543317956005,0.42694658259336776,771.5,771.49814314,204.42,7394,469,2220,0.0003,318.6693,565400,23780,7.891064482183408,42.341045,2145.7861
,,,,,308329,,,,12,15388,212,14.328552713181708,3.8971356594655338,755.7,755.7116677200002,200.24,7412,470,2224,0.0003,317.19415,566800,23833,15.076468144921643,36.10892,2425.093
,,,,,309577,,,,12,15443,213,6.506875992864608,0.016475185306198518,761.6,761.6201188499998,200.99,7444,472,2228,0.0003,308.08795,569200,23923,10.3224678706795,24.188522,1129.1337
267.27272727272725,6,1311.5,1037.1084555454545,276.0253420998304,310001,17.822214,299.2854,13.5445835660662,,,,,,,,,,,,,,,,,,
,,,,,310783,,,,12,15498,214,10.725787493704303,0.03348037184332225,764.2,764.19018619,201.52,7475,474,2232,0.0003,320.32474,571600,24018,11.10384445855856,42.66157,2696.5093
,,,,,312125,,,,12,15562,215,9.473446057120785,0.026996483511649197,776.1,776.10421246,204.58,7511,476,2236,0.0003,335.49503,574400,24122,9.706384295925677,28.376585,1881.0724
,,,,,313242,,,,12,15613,216,13.948633355868951,0.07042876530998127,774.8,774.83538986,204.18,7540,478,2240,0.0003,317.15384,576600,24205,14.75555818610992,31.333647,2067.6187
,,,,,314545,,,,12,15673,217,13.647693054991203,0.022503284677264427,776.9,776.91234655,204.22,7574,480,2244,0.0003,329.6763,579200,24302,14.04092994525548,42.290062,2657.2603
,,,,,316011,,,,12,15742,218,6.2266507593570335,0.0046647049090994125,785.9,785.9241370499997,206.65,7613,482,2248,0.0003,326.14954,582200,24414,9.484749446379075,40.25383,2492.0269
,,,,,317502,,,,12,15811,219,4.291903721271829,0.009735719842072969,798.1,798.1213263799999,209.55,7652,485,2252,0.0003,346.65823,585200,24526,7.776103671352349,26.473099,1514.9365
,,,,,318704,,,,12,15866,220,26.99683526035793,0.037604344796301474,793.8,793.7538808999998,209.15,7683,487,2256,0.0003,314.40265,587600,24616,27.124810591562994,31.267433,1812.2434
,,,,,319991,,,,12,15922,221,20.241041472029565,0.009716481551063767,795.0,795.0113793699999,209.85,7714,489,2260,0.0003,306.04236,590000,24706,21.745303204725637,27.275497,1460.9006
403.45454545454544,9,1289.2,1526.7922190909092,284.89517664759785,320001,36.357586,341.44464,35.09077149389372,,,,,,,,,,,,,,,,,,
,,,,,321481,,,,12,15991,222,4.619789954050364,0.002342916177814973,818.4,818.4468710300002,216.11,7753,491,2264,0.0003,326.92642,593000,24828,9.288955174151406,25.529644,1609.4531
,,,,,322745,,,,12,16051,223,7.994398709301618,0.025051646732405015,835.0,834.98143002,219.88,7787,493,2268,0.0003,328.11688,595600,24925,9.262717388574998,29.783995,1566.789
,,,,,323846,,,,12,16102,224,11.81725384706125,0.06120175455429655,836.5,836.45947509,220.11,7816,495,2272,0.0003,308.45758,597800,25007,13.202480059037418,30.980242,1797.7783
,,,,,325030,,,,12,16157,225,22.587007409803732,0.022866756497507752,839.5,839.4758984099999,220.24,7847,496,2276,0.0003,308.27148,600200,25097,22.779954282806113,36.036663,2244.003
,,,,,326365,,,,12,16217,226,14.45392761137434,0.007197395867273315,836.6,836.63029739,220.42,7881,499,2280,0.0003,315.36615,602800,25195,14.97470280607326,46.58887,2618.2146
,,,,,327864,,,,12,16286,227,9.475624830163708,0.008056044799726575,855.7,855.6526297800001,224.76,7920,501,2284,0.0003,340.43997,605800,25307,10.348659876631729,31.720488,1848.8423
,,,,,328928,,,,12,16338,228,270.7563929976856,0.004459880443524676,887.1,887.05053723,232.58,7949,503,2288,0.0003,339.40128,608000,25390,270.7563929976856,40.33343,1954.476
,,,,,329835,,,,12,16379,228,6.805810556805114,0.22402051056451908,921.9,921.8885375599999,241.13,7972,504,2292,0.0003,271.91345,609800,25457,14.799031617829991,51.60254,3595.4119
408.0,9,1230.0,1618.711644,278.874908524676,330001,7.73313,324.61633,-0.5046699505500463,,,,,,,,,,,,,,,,,,
,,,,,331041,,,,12,16435,229,6.052045872880688,0.017872859008718715,967.4,967.3739061400001,252.68,8004,506,2296,0.0003,289.40726,612200,25557,9.77231419311107,51.44885,2672.5254
,,,,,332282,,,,12,16491,230,3.029818202624545,0.0866642223517078,1016.3,1016.2517477100002,264.15,8035,508,2300,0.0003,341.3012,614600,25648,5.162582148602151,29.168129,2232.7827
,,,,,333279,,,,12,16538,231,90.87447841456121,0.07171683140542615,1053.2,1053.16139919,272.82,8061,509,2304,0.0003,323.47775,616600,25723,90.87447841456121,51.11024,2978.1047
,,,,,334046,,,,12,16576,231,1.9589221109111723,1.0335264770474315,1081.9,1081.89710347,279.09,8082,511,2308,0.0003,279.21368,618200,25784,10.987934534195409,29.94637,1745.3328
,,,,,335100,,,,12,16627,232,10.359009536608166,0.14045920197170864,1122.7,1122.7148082,288.13,8110,512,2312,0.0003,319.54047,620400,25866,10.950697655398502,38.962494,2209.606
,,,,,336399,,,,12,16683,233,-0.5696208884250107,0.03135987802340768,1162.4,1162.3903136,297.38,8141,514,2316,0.0003,337.79855,622800,25957,5.618245866903216,24.943308,1429.0999
,,,,,337699,,,,12,16744,234,28.305444726313,0.014208929048507828,1177.8,1177.8228609700002,300.88,8175,516,2320,0.0003,324.9951,625400,26055,29.12024391237794,40.001938,2795.2324
,,,,,338991,,,,12,16805,235,164.2090178986925,0.002423238613048328,1200.0,1199.95696184,306.62,8209,518,2324,0.0003,352.36118,628000,26153,164.2090178986925,38.751865,2580.244
138.0,3,1137.3,482.8787651818182,159.9706895369819,340001,182.87144,328.89908,179.81621837426175,,,,,,,,,,,,,,,,,,
,,,,,340190,,,,12,16861,236,18.239873863570633,0.014664039288938982,1198.6,1198.5568363099999,306.13,8240,520,2328,0.0003,288.4741,630400,26247,19.285113400662578,36.130554,1829.8867
,,,,,341322,,,,12,16917,237,4.587124097006295,0.06394755646734775,1196.9,1196.8635227599998,305.39,8272,522,2332,0.0003,315.3758,632800,26337,6.700274417224728,35.846603,2580.905
,,,,,342592,,,,12,16973,238,12.139275055386342,0.027185439415216183,1195.7,1195.70944972,304.67,8303,524,2336,0.0003,333.00812,635200,26428,13.528003043545134,31.92306,1968.489
,,,,,343967,,,,12,17039,239,23.805402542361968,0.004283378574027418,1207.2,1207.17244983,307.25,8339,526,2340,0.0003,315.34506,638000,26534,23.815612647353877,32.721584,2113.903
,,,,,344614,,,,12,17072,239,24.26724740539566,5.264963747435708,1179.9,1179.9443122999999,300.69,8358,527,2344,0.0003,312.66602,639400,26587,24.628713114658595,32.54722,1509.923
,,,,,345627,,,,12,17119,240,21.32387668557601,0.14706537091246893,1164.0,1164.03319554,296.16,8384,529,2348,0.0003,312.39624,641400,26663,21.33358831850719,35.097828,1861.0571
,,,,,347215,,,,12,17194,241,21.024485615109874,0.00040571824331301037,1167.6,1167.61324159,297.13,8426,531,2352,0.0003,306.15482,644600,26784,21.299796765501906,38.268147,1873.153
,,,,,348283,,,,12,17241,242,10.23774867495581,0.16791320818295066,1167.2,1167.21342014,295.79,8452,533,2356,0.0003,330.2888,646600,26860,10.8296907779423,33.329655,1990.8888
,,,,,349418,,,,12,17298,243,-2.4360922465849195,0.06026778513510038,1165.4,1165.42824274,294.27,8483,535,2360,0.0003,316.51007,649000,26951,3.713704903945698,39.316483,2316.076
293.6363636363636,7,1144.0,1245.9316157272729,297.7251213053545,350001,9.973161,316.67618,-7.255168028181913,,,,,,,,,,,,,,,,,,
,,,,,350627,,,,12,17355,244,121.84849526065028,0.013046791713346977,1154.1,1154.11237747,291.46,8514,537,2364,0.0003,367.78497,651400,27049,121.84849526065028,27.670343,1646.3586
,,,,,351752,,,,12,17407,245,28.778305134119357,0.056054281684736806,1146.7,1146.73213517,290.07,8543,538,2368,0.0003,314.81116,653600,27133,29.201646628581585,24.96931,1200.1835
,,,,,352677,,,,12,17449,245,93.06297485649276,0.1704495983891524,1139.1,1139.07331824,288.31,8566,540,2372,0.0003,333.3134,655400,27201,93.06297485649276,38.84501,1765.0748
,,,,,353789,,,,12,17501,246,12.170287210127874,0.07679814738241907,1136.0,1135.99425712,287.59,8595,542,2376,0.0003,321.68915,657600,27284,12.675169660743567,23.387249,1339.0721
,,,,,354773,,,,12,17548,247,63.75475701366846,0.1346309509547688,1125.3,1125.32379866,284.08,8621,543,2380,0.0003,337.15927,659600,27360,63.75475701366846,40.68427,2260.0789
,,,,,355816,,,,12,17600,248,14.38321896258946,0.0943304587437193,1105.2,1105.2078769099999,279.52,8650,545,2384,0.0003,307.78845,661800,27444,14.405557637506288,32.02339,1669.7798
,,,,,356858,,,,12,17647,248,2.486976408707046,0.09019342746006703,1105.8,1105.7874694,279.3,8676,546,2388,0.0003,298.1857,663800,27519,6.913077233258524,26.947577,1438.0358
,,,,,357875,,,,12,17694,249,33.1121549112819,0.1416693707003929,1112.2,1112.1713769700002,280.4,8702,548,2392,0.0003,324.67316,665800,27595,33.1121549112819,33.799393,2177.0605
,,,,,358619,,,,12,17732,250,287.1863492545578,0.08906029087067695,1094.8,1094.84203721,275.78,8723,549,2396,0.0003,347.7754,667400,27656,287.1863492545578,28.158985,1480.3193
,,,,,359580,,,,12,17775,250,16.957555911859604,2.7056135388351144,1079.4,1079.38764318,272.98,8746,551,2400,0.0003,345.2323,669200,27725,19.683303251730642,32.076977,1595.538
269.6363636363636,6,1094.7,1090.019821363636,285.9489181527479,360001,28.86448,321.7247,26.250198510804918,,,,,,,,,,,,,,,,,,
,,,,,360635,,,,12,17827,251,14.614360029050676,0.07711858021056686,1083.2,1083.2179106499998,273.56,8775,552,2404,0.0003,302.25473,671400,27815,17.111382628452546,40.222622,1922.4822
,,,,,362079,,,,12,17893,252,50.35927573416929,0.0030350059421450624,1110.1,1110.1230834499997,280.33,8811,555,2408,0.0003,343.21844,674200,27921,50.35927573416929,22.629612,1141.2253
,,,,,363120,,,,12,17945,253,12.078285104446305,0.09087310434909004,1108.4,1108.38044553,280.2,8840,556,2412,0.0003,305.987,676400,28005,12.624702035669905,34.566788,1842.6752
,,,,,364250,,,,12,17997,254,71.22703486991101,0.03206893021210416,1102.8,1102.80241708,278.51,8868,558,2416,0.0003,342.43567,678600,28088,71.22703486991101,54.809746,2282.8103
,,,,,365276,,,,12,18045,255,23.855349365053126,0.09958204824135718,1092.8,1092.81118795,275.77,8894,560,2420,0.0003,308.82986,680600,28164,23.98541993131827,42.512524,2819.5178
,,,,,366357,,,,12,18097,256,7.675351079309197,0.09500069739142915,1087.3,1087.27141516,273.66,8923,561,2424,0.0003,319.28363,682800,28248,9.640762981872154,45.184082,2058.8618
,,,,,367483,,,,12,18149,256,-7.235202768505275,0.046463671054793806,1085.8,1085.76482969,272.93,8952,563,2428,0.0003,306.53647,685000,28332,10.083524543180895,34.449688,2010.4817
,,,,,368591,,,,12,18202,257,10.097811276005803,0.05464831089384652,1085.7,1085.6673376400001,272.69,8980,565,2432,0.0003,309.43768,687200,28416,11.37234852528766,25.342657,1058.286
,,,,,369776,,,,12,18259,258,15.459143208125042,0.03633161355142551,1082.0,1082.04695161,271.84,9012,566,2436,0.0003,325.05682,689600,28508,16.68027149248505,33.264534,1858.2249
295.1818181818182,7,1141.7,1219.8129222727273,293.8649784942484,370001,12.096158,321.9965,7.710780002202941,,,,,,,,,,,,,,,,,,
,,,,,370245,,,,12,18283,258,301.31039019787465,0.12531983344480244,1045.1,1045.12238437,262.78,9025,567,2440,0.0003,309.02615,690600,28553,301.31039019787465,35.899017,2067.172
,,,,,370339,,,,12,18287,259,287.35568769472576,58.024352301498595,1022.8,1022.7616847799999,257.25,9027,567,2444,0.0003,345.94717,690800,28561,287.35568769472576,36.39576,2258.5618
,,,,,371517,,,,12,18344,259,7.16173702754681,0.026545891605405342,1030.1,1030.13368798,258.9,9059,569,2448,0.0003,308.59805,693200,28652,9.018564979505046,39.838825,2288.87
,,,,,372311,,,,12,18382,260,30.639892939959303,1.3466524629725327,999.1,999.06864846,250.96,9079,570,2452,0.0003,315.78665,694800,28713,31.32846107761305,41.303905,2496.074
,,,,,372496,,,,12,18387,260,247.44429505626448,17.99940956179005,958.7,958.6762444399997,242.13,9082,571,2456,0.0003,286.85013,695000,28721,247.44429505626448,46.436787,2477.6694
,,,,,373246,,,,12,18425,261,222.9542283576447,0.3514530589981099,937.8,937.76208908,238.28,9103,572,2460,0.0003,358.4924,696600,28781,222.9542283576447,41.532803,1888.6843
,,,,,374691,,,,12,18491,262,8.507278392678428,0.024725573285033248,946.8,946.8453952399999,240.64,9139,574,2464,0.0003,347.74918,699400,28888,11.829691094836289,41.455902,2200.4834
,,,,,376328,,,,12,18572,263,12.597461567348493,0.005466197505924797,965.8,965.77141027,245.76,9183,577,2468,0.0003,358.106,702800,29018,13.40621048181221,40.666172,2458.8367
,,,,,377439,,,,12,18625,264,9.210505462734398,0.037025576708447555,972.8,972.82266412,247.62,9212,579,2472,0.0003,297.64417,705000,29102,12.363357843138685,39.749146,2152.7292
,,,,,378546,,,,12,18678,265,25.523176191500173,0.07294526792973849,972.5,972.5496618200002,247.57,9241,580,2476,0.0003,329.1846,707200,29186,25.85096584999084,39.030956,2452.8225
,,,,,379717,,,,12,18735,266,3.8613599776485703,0.08012853263568902,981.2,981.2105948200001,249.44,9272,582,2480,0.0003,338.3073,709600,29278,8.14556716730641,46.039886,2596.8916
260.6363636363636,6,1149.0,1018.2190831818182,277.6004387245275,380001,61.184986,333.578,57.7427580208885,,,,,,,,,,,,,,,,,,
,,,,,381116,,,,12,18802,267,19.13324037040975,0.004180618727358155,996.0,995.95562137,253.0,9308,584,2484,0.0003,323.74426,712400,29391,19.370916604031365,36.259415,1731.6306
,,,,,382318,,,,12,18860,268,8.100052773505995,0.029155695928446357,1002.2,1002.20014424,254.6,9340,586,2488,0.0003,320.29056,714800,29484,10.068104196472033,31.939821,2019.2928
,,,,,383299,,,,12,18904,268,28.500001090656554,0.3165584187108142,998.7,998.67975453,254.24,9363,588,2492,0.0003,329.13892,716600,29554,28.922742043584474,26.435204,1585.2386
,,,,,384711,,,,12,18977,269,20.63124937309314,0.0044728285744593775,1027.6,1027.5565331999999,260.92,9402,590,2496,0.0003,331.5137,719600,29669,22.017188109118305,43.399483,2455.1443
,,,,,385811,,,,12,19031,270,7.380461930917432,0.1256515170672358,1036.4,1036.39311617,262.31,9430,592,2500,0.0003,334.34164,721800,29754,8.609087445575618,34.74031,1803.0153
,,,,,387077,,,,12,19088,271,24.458058378072163,0.005443445697258828,1045.3,1045.2704629799998,264.42,9461,594,2504,0.0003,276.30112,724200,29846,28.627790292858283,47.853638,3417.5154
,,,,,388397,,,,12,19152,272,15.789130594839746,0.08179520538995182,1041.0,1041.0331192799997,263.18,9495,596,2508,0.0003,357.80017,726800,29947,16.054991288114987,33.88591,2015.2677
,,,,,389625,,,,12,19215,273,14.622221657097713,0.06661846312833493,1049.6,1049.5655917000001,265.05,9529,598,2512,0.0003,349.65887,729400,30046,14.949495989210611,61.151554,3263.1282
168.0,4,1095.1,591.619724909091,232.60443596035623,390001,61.956738,270.8114,59.74623949907634,,,,,,,,,,,,,,,,,,
,,,,,390837,,,,12,19273,274,13.460033281337315,0.022360362217690936,1052.8,1052.8335206699999,265.87,9560,600,2516,0.0003,321.8134,731800,30143,14.311175321472671,32.775467,1757.5507
,,,,,392404,,,,12,19349,275,23.259545977617044,0.013043121223658404,1072.1,1072.09070716,271.28,9601,602,2520,0.0003,361.33002,735000,30265,23.270385602697125,53.44221,2795.3772
,,,,,393662,,,,12,19408,276,3.36578155749204,0.021704975678582858,1081.2,1081.18610154,273.05,9632,604,2524,0.0003,333.10538,737400,30358,5.318537132114625,45.490685,2377.392
,,,,,394385,,,,12,19448,276,306.01011017969626,0.009581533870340829,1061.0,1060.9906577499999,269.02,9650,605,2528,0.0003,313.59082,738800,30417,306.01011017969626,43.13801,2660.01
,,,,,395307,,,,12,19497,277,30.56133394466814,0.5291314925410868,1053.0,1052.97702083,267.16,9677,606,2532,0.0003,329.18665,740800,30497,31.32666469051616,34.923283,2218.3699
,,,,,396697,,,,12,19561,278,5.761110235886924,0.01676812166967967,1063.0,1062.98224147,269.21,9713,609,2536,0.0003,353.1175,743400,30599,8.672228007062127,41.911552,2187.8044
,,,,,398045,,,,12,19633,279,14.381460038995396,0.01258921552940975,1098.3,1098.30915603,278.0,9748,611,2540,0.0003,336.9398,746200,30710,15.727028313425315,47.504215,2724.2678
,,,,,399344,,,,12,19702,280,9.59149255858146,0.1423725368904476,1149.0,1149.04758311,290.05,9780,612,2544,0.0003,363.44284,748800,30815,9.824479712980406,33.137985,1986.764
171.27272727272728,3,1051.4,625.3222959090909,244.7682811142217,400001,46.495975,265.0177,41.988381241712744,,,,,,,,,,,,,,,,,,
