eval_eplenmean,eval_time_elapsed,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,total timesteps,eval_abs_qs_difference,eval_qs,eval_qs_difference,fps,update_time,act_time,qs_difference,discount_q,mean 100 episode reward,ep_rewmean,eplenmean,train_time,env_time,episodes,current_lr,qs_mean,n_updates,time_elapsed,qs_abs_difference,qfs_loss,q_grad_norm
27.272727272727273,0,23.4,23.50451109090909,21.090779311549312,1,10.0202875,-0.39565918,-10.020287206433272,,,,,,,,,,,,,,,,,,
,,,,,12292,,,,82,121,1,-6.816875036867562,9.041771649804957,15.8,15.800098859999999,20.32,0,17,568,0.0003,0.6612721,0,148,6.816875036867562,,
,,,,,12376,,,,81,123,1,-9.616057884862595,9.43527792993125,15.9,15.878928229999996,20.43,0,18,572,0.0003,0.64475465,0,151,9.616057884862595,,
,,,,,12460,,,,81,125,1,-3.061407163336406,4.95199573550421,16.2,16.174972269999998,20.69,0,18,576,0.0003,0.68778276,0,153,3.2620965970608506,,
,,,,,12540,,,,80,127,1,-2.057653023242437,2.9010129011578507,16.1,16.050180700000002,20.65,0,18,580,0.0003,0.7607766,0,155,2.1041124547893792,,
,,,,,12623,,,,79,129,1,-2.5607691629519187,4.446722745996759,16.1,16.14590261,20.86,0,18,584,0.0003,0.6976447,0,157,2.7664370780599405,,
,,,,,12710,,,,79,132,1,-11.229337050957145,15.371954982428441,16.1,16.07981368,20.84,0,18,588,0.0003,0.5359582,0,160,11.229337050957145,,
,,,,,12825,,,,78,134,1,-3.1432021319922505,2.829480793955912,16.5,16.47696627,20.67,0,18,592,0.0003,0.74501413,0,162,3.146417822035376,,
,,,,,12924,,,,78,136,1,-7.364243698365399,6.326098848742634,16.5,16.4790812,20.81,0,18,596,0.0003,0.6926761,0,164,7.364243698365399,,
,,,,,13023,,,,77,138,1,-3.23039568871289,4.746643818668378,16.5,16.463559619999998,20.96,0,19,600,0.0003,0.73367596,0,167,3.5388399273178344,,
,,,,,13098,,,,78,138,1,-2.1481256042570687,4.46115231491604,16.6,16.5892985,21.07,0,19,604,0.0003,0.6407241,0,167,2.696121756747872,,
,,,,,13196,,,,77,140,1,-40.9767529827141,39.11571242771658,17.0,16.96644518,20.98,0,19,608,0.0003,0.41392398,0,169,40.9767529827141,,
,,,,,13293,,,,77,142,1,-15.135260417962828,15.967871403944923,17.1,17.093784109999998,21.34,0,19,612,0.0003,0.5323604,0,172,15.135260417962828,,
,,,,,13434,,,,75,147,1,-8.042201913351635,5.007226651696814,17.7,17.749314320000003,21.99,0,19,616,0.0003,0.5917009,0,177,8.043289929770202,,
,,,,,13574,,,,75,149,1,-15.157199933833091,8.307724252593722,19.2,19.23961482,22.71,0,19,620,0.0003,0.57256734,0,179,15.157199933833091,,
,,,,,13660,,,,75,151,1,-4.655469997563114,6.257307686488107,19.6,19.56729483,22.92,0,20,624,0.0003,0.6954064,0,181,4.722735940130201,,
,,,,,13765,,,,74,153,1,-0.717885410137352,3.9935771082490645,20.0,19.97734904,23.31,0,20,628,0.0003,0.676194,0,184,2.9714635061564745,,
,,,,,13878,,,,74,156,1,-4.122042892888417,4.3042278958011355,20.7,20.65657123,23.61,0,20,632,0.0003,0.61569,0,187,4.342716900227079,,
,,,,,13958,,,,73,158,1,-2.1666561623827896,3.3888524325959164,20.6,20.64427319,23.59,0,20,636,0.0003,0.7566092,0,189,2.3496548346169455,,
,,,,,14032,,,,73,160,1,-5.771977888631997,7.3612727451326485,19.9,19.9092445,23.25,0,20,640,0.0003,0.74530375,0,191,5.776310002612887,,
,,,,,14127,,,,72,163,1,-3.283414288193568,3.1687722234218936,20.2,20.207135559999998,23.49,0,20,644,0.0003,0.7432895,0,194,3.283414288193568,,
,,,,,14181,,,,72,163,1,-3.7367795226764207,6.8701958831734675,19.8,19.8084703,23.14,0,20,648,0.0003,0.66181326,0,194,3.780258051748288,,
,,,,,14277,,,,72,165,1,-4.456218201884837,5.159326863365139,20.1,20.128344539999997,23.17,0,21,652,0.0003,0.6325371,0,197,4.530736640938274,,
,,,,,14435,,,,71,170,1,-11.450255781069284,5.467479771472656,21.1,21.14609018,24.09,0,21,656,0.0003,0.56845725,0,202,11.450255781069284,,
,,,,,14510,,,,70,172,1,-3.8976752065166402,5.17773203593472,20.7,20.6867819,23.82,0,21,660,0.0003,0.76679987,0,204,3.92276455752394,,
,,,,,14591,,,,71,172,1,-13.186569644333199,13.638239168742231,20.4,20.40556873,23.51,0,21,664,0.0003,0.58089644,0,204,13.186569644333199,,
,,,,,14688,,,,70,174,1,-1.246848149638052,3.3788530877386584,20.9,20.89487212,23.96,0,21,668,0.0003,0.67749166,0,207,1.5763721347493438,,
,,,,,14791,,,,70,177,1,-18.863900662116414,15.710206765155974,21.2,21.19366163,24.15,0,21,672,0.0003,0.54038334,0,210,18.863900662116414,,
,,,,,14935,,,,69,182,1,-34.26738987500889,25.720213183883892,21.7,21.70358503,24.75,0,22,676,0.0003,0.5651175,0,215,34.26738987500889,,
,,,,,15051,,,,68,184,2,-11.251061925196769,8.376294585674486,22.2,22.169144450000005,25.11,0,22,680,0.0003,0.582468,0,218,11.251061925196769,,
,,,,,15142,,,,68,187,2,-6.176920061654027,11.530460165098019,22.2,22.235447960000002,25.19,0,22,684,0.0003,0.66140944,0,220,6.524099992943911,,
,,,,,15243,,,,68,189,2,-3.3800464523807165,3.360988228055241,22.5,22.454111920000006,25.33,0,22,688,0.0003,0.82984066,0,223,3.3800464523807165,,
,,,,,15333,,,,67,192,2,-2.0962757315756657,5.766838536853605,21.7,21.73562219,25.08,0,22,692,0.0003,0.6279291,0,226,2.624365985537308,,
,,,,,15428,,,,67,194,2,-2.031342130590671,3.429321776194951,21.7,21.65524256,25.04,0,22,696,0.0003,0.6908081,0,228,2.2741027225137174,,
,,,,,15518,,,,66,197,2,-0.7709568260961785,6.2267770342851,21.5,21.47156979,24.95,0,22,700,0.0003,0.5528517,0,231,3.7055005841176953,,
,,,,,15578,,,,67,197,2,-4.851460365199569,8.118356895923588,21.3,21.291392860000002,24.8,0,23,704,0.0003,0.64374435,0,231,4.883996766219965,,
,,,,,15658,,,,66,199,2,-3.168624530244855,3.8308268999158295,20.7,20.670345809999993,24.62,0,23,708,0.0003,0.614484,0,234,3.168624530244855,,
,,,,,15746,,,,66,202,2,-4.133744141106581,5.3620717334785395,20.8,20.76065055,24.53,0,23,712,0.0003,0.73810166,0,237,4.1639018731025494,,
,,,,,15937,,,,65,207,2,-97.31234019483688,66.15256614754449,22.4,22.398485889999996,25.03,0,23,716,0.0003,0.4011257,0,242,97.31234019483688,,
,,,,,16043,,,,65,210,2,-4.482186803106898,4.884492809350518,21.2,21.20117492,24.69,0,23,720,0.0003,0.69510937,0,245,4.504359213711517,,
,,,,,16115,,,,64,212,2,-2.2831221584586463,4.550879526926815,20.7,20.74572615,24.55,0,23,724,0.0003,0.68629205,0,248,2.441074293266142,,
,,,,,16226,,,,64,215,2,-5.906599603663604,5.407866948315328,20.7,20.66755314,24.61,0,23,728,0.0003,0.5754483,0,251,5.949228714762746,,
,,,,,16298,,,,64,215,2,-6.237102971214843,9.338022401708242,20.0,20.04907918,24.2,0,24,732,0.0003,0.61516565,0,251,6.237102971214843,,
,,,,,16388,,,,64,218,2,-2.5542096709724027,4.6275232972111295,20.5,20.494373030000002,24.3,0,24,736,0.0003,0.6737921,0,254,2.8383098709182497,,
,,,,,16485,,,,64,220,2,-5.844144484252587,6.138021319967523,20.8,20.77682257,24.53,0,24,740,0.0003,0.6214196,0,257,5.877282391496866,,
,,,,,16563,,,,63,223,2,-17.522706203696846,26.124367446723284,20.7,20.742804869999997,24.36,0,24,744,0.0003,0.5931597,0,260,17.53062686617822,,
,,,,,16630,,,,63,226,2,-3.715971560342943,8.322789277688084,20.8,20.834799429999997,24.49,0,24,748,0.0003,0.63640606,0,262,4.1898500466270425,,
,,,,,16713,,,,62,228,2,-2.791340784392272,3.6868407842810464,20.6,20.600772019999994,24.36,0,24,752,0.0003,0.7412974,0,265,2.843689735173497,,
,,,,,16783,,,,63,228,2,-6.211761912470798,7.797639350824387,19.9,19.85123674,23.48,0,24,756,0.0003,0.66303974,0,266,6.211761912470798,,
,,,,,16914,,,,62,234,2,-3.390162608483865,2.7560092645811087,21.0,21.01713133,24.04,0,25,760,0.0003,0.7040045,0,271,3.44748174716382,,
,,,,,16993,,,,62,234,2,-11.207718831321996,12.417954348515341,21.0,21.04915952,24.02,0,25,764,0.0003,0.6271356,0,271,11.207718831321996,,
,,,,,17114,,,,61,239,2,-15.695031056480962,14.186244258590492,21.0,20.993638400000005,24.26,0,25,768,0.0003,0.6473714,0,277,15.713540941170335,,
,,,,,17225,,,,61,242,2,-0.956831515628508,1.992326682810617,20.9,20.922159190000002,24.34,0,25,772,0.0003,0.66338414,0,280,1.658364094441179,,
,,,,,17302,,,,60,245,2,-3.9884658209188117,9.400309708734477,20.1,20.10580035,23.67,0,25,776,0.0003,0.629615,0,283,4.211590746608693,,
,,,,,17395,,,,61,245,2,-1.977464356235098,2.615546229278526,20.0,20.04298739,23.44,0,25,780,0.0003,0.70941406,0,284,2.0188294368094755,,
,,,,,17467,,,,60,248,2,-9.052408791617545,12.158417029338517,20.0,19.98975087,23.25,0,25,784,0.0003,0.6020488,0,287,9.052408791617545,,
,,,,,17554,,,,60,251,2,-6.696451646659074,9.106163088643884,19.8,19.816410670000003,23.11,0,26,788,0.0003,0.6085644,0,290,6.713893759620138,,
,,,,,17624,,,,60,253,2,-3.66969111687916,6.429234225101218,19.9,19.871348249999997,22.91,0,26,792,0.0003,0.6095905,0,293,3.6870002042072954,,
,,,,,17685,,,,60,253,2,-5.479865645461135,7.558511485605587,19.7,19.6576277,22.57,0,26,796,0.0003,0.69425493,0,293,5.479865645461135,,
,,,,,17766,,,,59,256,2,-9.629283202983583,10.950387161931749,19.7,19.74963673,22.48,0,26,800,0.0003,0.7002992,0,296,9.642142696784118,,
,,,,,17868,,,,59,259,2,-29.47716941045124,26.40288981449631,20.3,20.288021269999998,22.9,0,26,804,0.0003,0.61588824,0,299,29.47716941045124,,
,,,,,17950,,,,59,262,2,-22.71031666714343,24.15330685755019,20.6,20.61003819,22.92,0,26,808,0.0003,0.6011275,0,302,22.71031666714343,,
,,,,,18059,,,,59,265,2,-12.495224693434718,9.324482734266821,20.6,20.55869811,23.13,0,26,812,0.0003,0.55130905,0,305,12.495224693434718,,
,,,,,18217,,,,58,271,2,-82.83923623699069,73.80844819008071,20.1,20.0580209,22.8,0,27,816,0.0003,0.4259467,0,312,82.83923623699069,,
,,,,,18355,,,,58,274,2,0.2197020634074623,4.309305331866196,20.4,20.3531473,23.12,0,27,820,0.0003,0.602926,0,315,4.408385754237359,,
,,,,,18448,,,,57,277,2,-5.446879597801072,6.502164190868013,20.5,20.54350492,23.33,0,27,824,0.0003,0.61527383,0,318,5.484168794527554,,
,,,,,18516,,,,57,280,2,-6.799714688233959,9.904531458547256,20.4,20.400162480000002,22.9,0,27,828,0.0003,0.61306846,0,321,6.814258307892371,,
,,,,,18604,,,,57,283,2,-7.587981587045615,9.406884987582595,20.5,20.507098590000002,23.06,0,27,832,0.0003,0.5996119,0,324,7.640047036815377,,
,,,,,18734,,,,57,286,2,-1.0983822091166926,2.6663453827029633,21.3,21.259607790000004,23.46,0,27,836,0.0003,0.6308715,0,328,2.6649133638281413,,
,,,,,18805,,,,56,289,2,-3.8051637070435174,7.418223816740875,20.8,20.840596570000002,23.2,0,28,840,0.0003,0.58535886,0,331,3.8496792776552833,,
,,,,,18864,,,,56,289,2,-2.8048166776635313,6.174053713147175,20.6,20.631171960000003,23.01,0,28,844,0.0003,0.6856984,0,331,3.08439909126124,,
,,,,,18965,,,,56,292,2,-6.842625677795483,9.89872046079414,20.7,20.74471914,23.35,0,28,848,0.0003,0.6341028,0,334,7.027814912515897,,
,,,,,19078,,,,56,295,2,-10.767402274548893,10.412880240431472,20.7,20.698633600000004,23.65,0,28,852,0.0003,0.6358948,0,338,10.773661351041342,,
,,,,,19162,,,,56,298,2,-10.047706323980142,11.096352533654331,20.7,20.67259908,23.79,0,28,856,0.0003,0.63521546,0,341,10.047706323980142,,
,,,,,19249,,,,55,302,2,-24.09539132629786,25.54693087181825,19.8,19.7526789,23.35,0,28,860,0.0003,0.59304446,0,344,24.09539132629786,,
,,,,,19318,,,,55,305,2,-4.022857830496005,4.903585205909267,19.6,19.63668619,23.25,0,28,864,0.0003,0.6936689,0,347,4.033216297854076,,
,,,,,19387,,,,55,305,2,-3.789369394248708,5.297326949664224,19.3,19.33585437,22.73,0,28,868,0.0003,0.73612505,0,348,3.8167387125055474,,
,,,,,19489,,,,55,308,2,-1.6641852504280013,3.631947100717153,19.6,19.605139440000002,22.64,0,29,872,0.0003,0.63624114,0,351,2.494002581490502,,
,,,,,19556,,,,55,311,2,-11.799764758777934,14.719889184850203,19.7,19.72314126,22.54,0,29,876,0.0003,0.6566192,0,354,11.799764758777934,,
,,,,,19642,,,,54,314,2,-11.926900429973616,11.961584039785027,19.5,19.48679978,22.47,0,29,880,0.0003,0.6547032,0,358,11.926900429973616,,
,,,,,19702,,,,54,317,2,-8.912821951621785,12.136158165184867,19.4,19.448767770000003,22.35,0,29,884,0.0003,0.63606465,0,361,8.912821951621785,,
,,,,,19766,,,,54,317,2,-3.9375030360823473,5.449637258471274,19.2,19.220601130000002,22.12,0,29,888,0.0003,0.7575939,0,361,3.9698743327165524,,
,,,,,19873,,,,54,321,2,-9.501554321827026,11.74376117718997,19.2,19.20910539,22.49,0,29,892,0.0003,0.5638265,0,365,9.509823957491369,,
,,,,,19953,,,,54,324,2,-4.355145101084026,5.459333045199253,19.2,19.226396709999996,22.68,0,29,896,0.0003,0.7462578,0,368,4.380747585780859,,
27.363636363636363,0,23.8,23.679036090909094,21.230769974793635,20001,10.113447,-0.39193535,-10.113446770532692,,,,,,,,,,,,,,,,,,
,,,,,20056,,,,53,327,2,-4.078201911650579,3.475633323001417,19.4,19.41672003,22.9,0,29,900,0.0003,0.6755361,0,372,4.078201911650579,,
,,,,,20134,,,,53,330,2,-1.8658186333641766,6.566541105216661,18.9,18.94924227,22.66,0,30,904,0.0003,0.6254186,0,376,3.4629479818627225,,
,,,,,20217,,,,53,334,2,-4.087976594871503,5.476039773213407,18.7,18.6944447,22.67,0,30,908,0.0003,0.69171584,0,379,4.115120744673213,,
,,,,,20286,,,,53,334,2,-4.93559612156584,6.1903985851592545,18.5,18.48476579,22.27,0,30,912,0.0003,0.643946,0,379,4.93559612156584,,
,,,,,20379,,,,53,337,2,-2.1909850923436345,3.9289027136745385,16.7,16.71408924,21.62,0,30,916,0.0003,0.71551704,0,383,2.532606685194194,,
,,,,,20449,,,,52,340,2,-4.79038498079916,9.261788357791707,16.2,16.16920733,20.94,0,30,920,0.0003,0.6553073,0,386,4.890569167880793,,
,,,,,20545,,,,52,344,2,-5.300839674424859,7.985033079535055,16.2,16.16874714,20.97,0,30,924,0.0003,0.5925464,0,390,5.390677321266557,,
,,,,,20607,,,,52,347,2,-4.223725625230103,7.78611260959987,16.0,16.02847166,20.91,0,30,928,0.0003,0.6437919,0,393,4.389412791995087,,
,,,,,20683,,,,52,347,2,1.1870523138300966,3.6938238727209596,15.8,15.765312540000002,20.79,0,30,932,0.0003,0.6539513,0,393,2.428372297243027,,
,,,,,20760,,,,52,350,2,-1.5337155949790293,5.924565057583325,14.6,14.60261749,20.26,0,31,936,0.0003,0.6689792,0,397,2.8915799237363538,,
,,,,,20837,,,,51,354,2,-4.0867172504234555,4.677828038510437,14.8,14.77222857,20.32,0,31,940,0.0003,0.7243094,0,401,4.0867172504234555,,
,,,,,20932,,,,51,357,2,-4.030847636927448,5.864331548481627,15.1,15.07133344,20.68,0,31,944,0.0003,0.71433103,0,404,4.201392201936199,,
,,,,,21076,,,,51,361,2,-6.53844907190663,3.6189249508186654,16.3,16.26542978,21.11,0,31,948,0.0003,0.6737446,0,408,6.53844907190663,,
,,,,,21164,,,,51,364,2,-11.095285980344391,11.679205735712856,16.3,16.28867027,20.86,0,31,952,0.0003,0.60279006,0,412,11.095285980344391,,
,,,,,21241,,,,51,367,2,-3.2919092298444066,7.435880729932495,16.4,16.357655639999997,20.79,0,31,956,0.0003,0.55955625,0,415,3.845839128622181,,
,,,,,21311,,,,50,371,2,-2.7007423383315885,5.602454587658311,16.1,16.067098700000003,20.62,0,31,960,0.0003,0.7520263,0,419,2.98586105817533,,
,,,,,21377,,,,50,371,2,-7.548429757138941,11.228745410588322,16.0,15.989407870000003,20.59,0,31,964,0.0003,0.5674649,0,419,7.548429757138941,,
,,,,,21460,,,,50,374,2,-15.893708242308604,15.587469892216793,16.4,16.376860330000003,20.73,0,32,968,0.0003,0.5159985,0,423,15.893708242308604,,
,,,,,21560,,,,50,378,2,-5.668670955816009,5.960735351204815,15.9,15.933868010000003,20.71,0,32,972,0.0003,0.74843776,0,426,5.69956746858085,,
,,,,,21601,,,,50,381,2,-2.440137006346203,4.326379930948802,15.6,15.641456550000001,20.45,0,32,976,0.0003,0.72850096,0,430,2.441327913882493,,
,,,,,21686,,,,50,381,2,-9.492188284018784,10.808224603680635,15.6,15.571432220000002,20.44,0,32,980,0.0003,0.6660137,0,430,9.500763466543864,,
,,,,,21749,,,,50,385,2,-7.213584293404867,9.179024531069004,15.6,15.578661699999998,20.47,0,32,984,0.0003,0.74357,0,434,7.213584293404867,,
,,,,,21854,,,,49,388,2,-14.64708401139876,13.183849846355404,15.9,15.929796909999999,20.88,0,32,988,0.0003,0.594597,0,438,14.64708401139876,,
,,,,,21942,,,,49,392,2,-1.7426494739402283,5.471516417425135,16.0,15.990187289999996,20.69,0,32,992,0.0003,0.62229913,0,441,3.0622624356043855,,
,,,,,22008,,,,49,396,3,0.5893089183836934,2.427157170764039,15.8,15.848158289999999,20.55,0,32,996,0.0003,0.73544914,0,445,1.6399756654665414,,
,,,,,22089,,,,49,396,3,-3.1059409554232356,3.6831605470253237,15.7,15.730924140000003,20.33,0,33,1000,0.0003,0.7248832,0,445,3.1059409554232356,,
,,,,,22165,,,,49,399,3,-7.850168190532886,10.072155267057557,15.8,15.826816749999999,20.31,0,33,1004,0.0003,0.6313725,0,449,7.850168190532886,,
,,,,,22244,,,,49,403,3,-15.882586249034027,16.173378518832084,15.8,15.767650360000003,20.27,0,33,1008,0.0003,0.5468825,0,453,15.882586249034027,,
,,,,,22369,,,,48,407,3,-14.609014292316138,11.048237522144627,16.4,16.4033932,20.83,0,33,1012,0.0003,0.6391435,0,457,14.609014292316138,,
,,,,,22507,,,,48,414,3,-3.83000135321693,4.493816312008852,17.0,16.961619329999998,21.28,0,33,1016,0.0003,0.63840395,0,465,4.03980138404976,,
,,,,,22605,,,,48,418,3,-22.411965370412997,26.371908726056123,17.3,17.337300250000002,21.56,0,33,1020,0.0003,0.6835899,0,468,22.42394577326699,,
,,,,,22679,,,,48,418,3,-7.033005295814004,8.135138405236987,17.4,17.449457679999995,21.34,0,34,1024,0.0003,0.72241557,0,469,7.033005295814004,,
,,,,,22762,,,,48,421,3,-5.501014572623641,5.889195209424712,17.6,17.61494322,21.55,0,34,1028,0.0003,0.69329065,0,473,5.501014572623641,,
,,,,,22863,,,,47,425,3,-19.78703422163651,17.587428955653227,18.2,18.19740914,21.8,0,34,1032,0.0003,0.5719189,0,477,19.78703422163651,,
,,,,,22932,,,,47,429,3,-6.27535986233223,7.9039785277845676,18.3,18.30108137,21.72,0,34,1036,0.0003,0.47590804,0,480,6.27535986233223,,
,,,,,23029,,,,47,433,3,-22.698006296465273,22.963319730833057,18.6,18.59347359,21.92,0,34,1040,0.0003,0.6063781,0,484,22.698006296465273,,
,,,,,23279,,,,47,440,3,-3.2227355354404987,0.7450767321500466,21.1,21.124822759999997,23.47,0,35,1044,0.0003,0.7367083,0,493,3.282156114045891,,
,,,,,23365,,,,47,444,3,-13.578813515553975,15.285019491983132,20.1,20.08675499,22.89,0,35,1048,0.0003,0.6640681,0,497,13.590012233515772,,
,,,,,23433,,,,46,448,3,-3.409380421228462,8.62012167244575,19.8,19.78764783,22.69,0,35,1052,0.0003,0.6374401,0,501,4.058961371107611,,
,,,,,23555,,,,46,452,3,-20.586960827857972,17.231895697530028,20.0,20.009780969999998,23.14,0,35,1056,0.0003,0.5602925,0,505,20.586960827857972,,
,,,,,23671,,,,46,455,3,-5.180062541706698,3.916281068125629,20.5,20.547327770000003,23.6,0,35,1060,0.0003,0.6904574,0,509,5.180062541706698,,
,,,,,23766,,,,46,459,3,-3.9406685696435826,5.362958848747143,21.1,21.083072039999998,23.89,0,35,1064,0.0003,0.6928765,0,513,4.0065455456436885,,
,,,,,23881,,,,46,463,3,-7.01168593746653,6.521770326393832,20.9,20.948810319999996,24.21,0,35,1068,0.0003,0.62276024,0,517,7.027224090466574,,
,,,,,23956,,,,45,467,3,-5.9773093282937735,7.320914886331742,20.9,20.91242307,23.96,0,36,1072,0.0003,0.6720745,0,521,6.002837595144122,,
,,,,,24068,,,,45,471,3,-14.29865791957322,11.051118609976642,21.6,21.61524475,24.67,0,36,1076,0.0003,0.5671246,0,525,14.29865791957322,,
,,,,,24190,,,,45,475,3,-8.493579938430537,6.047727155675365,22.4,22.439403069999997,25.04,0,36,1080,0.0003,0.6372695,0,529,8.494488704961237,,
,,,,,24257,,,,45,479,3,-3.82183389557163,6.424093596543629,22.5,22.479938380000004,25.08,0,36,1084,0.0003,0.7104944,0,533,3.9672853877075305,,
,,,,,24354,,,,45,483,3,-2.4109168790351663,2.7837997998139556,22.6,22.63965323,25.0,0,36,1088,0.0003,0.76003563,0,537,2.4726193087989694,,
,,,,,24416,,,,45,487,3,-2.0054796680015983,4.755920004274009,22.4,22.446743190000003,24.74,0,36,1092,0.0003,0.72421753,0,542,2.3493441267411876,,
,,,,,24483,,,,45,487,3,-4.28333440243279,6.469151443164198,22.6,22.584498849999996,24.75,0,36,1096,0.0003,0.717571,0,542,4.38673614826888,,
,,,,,24582,,,,44,491,3,-3.1016735032527385,3.4843065423434365,22.8,22.75221129,24.93,0,37,1100,0.0003,0.8210222,0,546,3.1716201511433275,,
,,,,,24675,,,,44,495,3,-9.929630100221365,9.449478471551023,23.0,23.03256722999999,25.1,0,37,1104,0.0003,0.6001177,0,550,9.929630100221365,,
,,,,,24791,,,,44,499,3,-3.1544126478058594,2.9887015833835324,23.8,23.839048419999997,25.47,0,37,1108,0.0003,0.707159,0,554,3.1694997534482146,,
,,,,,24902,,,,44,507,3,-5.168278544011437,4.71812619186231,23.5,23.49705343,25.33,0,37,1112,0.0003,0.61362374,0,563,5.18789783941837,,
,,,,,24988,,,,44,507,3,-4.457657718063855,5.312462031595854,22.9,22.932785079999995,24.81,0,37,1116,0.0003,0.71587604,0,563,4.496512196052556,,
,,,,,25078,,,,43,511,3,-20.88214532873928,17.396272332541294,23.6,23.64404795,24.73,5,37,1120,0.0003,0.29305613,200,572,20.88214532873928,143.78381,32.53397
,,,,,25189,,,,43,515,3,-11.168884055944089,18.55660776850096,24.9,24.918774709999994,25.1,7,37,1124,0.0003,14.276521,400,579,14.633664652443857,135.2818,40.099472
,,,,,25287,,,,43,519,3,0.05419287287824689,17.674568798494814,26.1,26.06861515,25.25,10,38,1128,0.0003,22.637583,600,586,10.196916497469878,122.19562,52.472477
,,,,,25385,,,,42,523,3,7.424632793570628,18.412740571876288,26.8,26.841675980000005,25.22,13,38,1132,0.0003,30.52832,800,594,11.345371118123326,120.41034,71.491936
,,,,,25477,,,,42,527,3,16.56137475661697,17.602647268913486,27.8,27.820165940000003,25.45,15,38,1136,0.0003,37.870377,1000,601,16.799883152770143,120.54004,104.440186
,,,,,25566,,,,42,531,3,24.409027278251404,17.37592480463664,28.5,28.46521097,25.37,18,38,1140,0.0003,45.191433,1200,608,24.409027278251404,109.94809,158.10788
,,,,,25655,,,,41,535,3,30.699682776944595,17.28465703102914,26.7,26.744808860000003,23.76,21,38,1144,0.0003,51.368717,1400,615,30.699682776944595,107.05308,189.34416
,,,,,25746,,,,41,539,4,33.657463013885156,18.38012371881939,27.6,27.59583193,23.81,23,38,1148,0.0003,55.379578,1600,622,33.657463013885156,95.15623,246.72337
,,,,,25900,,,,40,548,4,18.69587971439265,26.747644618199313,29.9,29.883901840000004,24.67,29,39,1152,0.0003,62.634636,2000,636,22.103383914659478,93.12314,386.1023
,,,,,26206,,,,39,561,4,-13.184187594704436,18.022583287886697,35.1,35.14991038000001,26.51,37,39,1156,0.0003,79.53383,2600,657,35.34376886488102,92.13876,539.4511
,,,,,26555,,,,39,573,4,-23.616762250662923,19.9615924771289,42.3,42.31025949,28.84,45,40,1160,0.0003,104.29584,3200,679,54.48158886411068,114.031746,841.99097
,,,,,27333,,,,37,608,5,11.536642651949926,0.4381009755677639,62.0,61.97680975,35.67,66,41,1164,0.0003,164.4649,4800,737,44.03084821794629,171.48347,1722.7926
,,,,,28041,,,,35,638,5,56.513190793416236,1.021127525943194,79.6,79.58545903999999,41.6,84,42,1168,0.0003,221.62903,6200,788,56.71194965273045,148.38715,3033.0576
,,,,,28674,,,,34,664,6,93.05713747998131,1.334633676552883,95.5,95.53949424000001,47.18,100,43,1172,0.0003,230.89374,7400,832,93.13156315449234,149.66719,4369.045
,,,,,29198,,,,33,686,6,104.978674494761,2.856099928185295,107.0,106.95836729999999,51.3,114,44,1176,0.0003,221.91148,8400,868,104.978674494761,139.33823,4800.5376
,,,,,29735,,,,32,713,7,166.0882633621172,2.1277551741966496,117.9,117.89222367,55.45,130,45,1180,0.0003,263.1321,9600,912,166.0882633621172,170.68576,6392.049
127.81818181818181,3,83.0,278.48698036363635,146.66040647664374,30001,159.06921,263.3485,159.06922058959296,,,,,,,,,,,,,,,,,,
,,,,,30284,,,,31,735,7,168.85594092662473,2.0906203037598035,130.1,130.11459547,60.27,143,46,1184,0.0003,268.7616,10600,953,168.85594092662473,155.56111,6161.87
,,,,,30736,,,,31,758,8,176.5083000114637,3.3740702938421427,139.7,139.69372167,63.82,156,46,1188,0.0003,258.0443,11600,990,176.5083000114637,173.73026,7197.967
,,,,,31242,,,,30,780,8,117.82196862326236,3.7629235333524456,151.7,151.65128052000003,68.26,169,47,1192,0.0003,245.57355,12600,1027,117.82196862326236,127.16529,5384.7407
,,,,,31642,,,,29,798,8,241.0546831787453,0.8066470658297764,161.4,161.41051518000003,71.59,180,48,1196,0.0003,262.81787,13400,1057,241.0546831787453,132.38922,6567.273
,,,,,31847,,,,29,808,8,181.7986971247394,40.98193212004924,164.6,164.62803902,72.65,185,48,1200,0.0003,268.13098,13800,1072,181.7986971247394,202.4846,7392.774
,,,,,32225,,,,29,826,9,125.04265448430912,14.775799204424342,173.0,173.01588861,75.5,196,49,1204,0.0003,247.90337,14600,1103,125.04265448430912,162.30084,6381.643
,,,,,32734,,,,28,850,9,56.2257901002902,5.377444498634114,185.3,185.27854229999997,79.43,209,50,1208,0.0003,232.04909,15600,1141,58.257542574992,163.1028,7362.0425
,,,,,33169,,,,28,868,10,190.21164991935652,2.886815426348262,195.2,195.20037498999994,82.67,220,50,1212,0.0003,262.72958,16400,1171,190.21164991935652,147.96748,6680.667
,,,,,33503,,,,27,887,10,187.8033246397398,8.875141110395683,201.3,201.32354300000003,85.15,231,51,1216,0.0003,265.82037,17200,1202,187.8033246397398,158.59067,6823.672
,,,,,34052,,,,27,911,10,164.38846630079414,1.4694725580179222,210.5,210.50377157,89.74,244,52,1220,0.0003,252.42227,18200,1240,164.38846630079414,138.85426,6029.4194
,,,,,34595,,,,27,935,11,97.00292994272571,2.3728328482077505,220.9,220.93635368,94.06,257,53,1224,0.0003,209.8558,19200,1279,97.12135133008938,175.31738,7594.516
