eval_qs,eval_time_elapsed,eval mean 100 episode reward,total timesteps,eval_eplenmean,eval_abs_qs_difference,eval_qs_difference,eval_ep_rewmean,eval_discount_q,env_time,qs_mean,update_time,ep_rewmean,mean 100 episode reward,n_updates,fps,discount_q,eplenmean,qs_difference,current_lr,time_elapsed,act_time,qs_abs_difference,episodes,train_time,q_grad_norm,qfs_loss
,,,169297,,,,,,274,308.43808,9349,754.64291517,754.6,288600,12,0.07483389557669066,236.86,29.117209085534657,0.0003,13237,125,29.190171670435817,1880,3334,1511.9272,50.866196
,,,169890,,,,,,275,312.2389,9376,735.41150527,735.4,289800,12,0.8779095438656992,231.65,218.11635000075267,0.0003,13280,125,218.11635000075267,1884,3348,1795.5468,51.89676
312.3005,2,869.7,170001,94.72727272727273,218.66255,218.66253710583945,217.83845390909093,130.433362423094,,,,,,,,,,,,,,,,,,
,,,170515,,,,,,276,261.59256,9408,716.3343682599999,716.3,291200,12,3.206180059142588,226.24,53.289571141229686,0.0003,13332,126,53.376041377906695,1888,3364,2266.9468,50.31969
,,,171886,,,,,,278,293.6618,9467,722.9882095199999,723.0,293800,12,0.024350774945216664,228.26,16.085522648135914,0.0003,13424,127,16.36571580568321,1892,3394,2600.7039,62.290627
,,,172880,,,,,,279,317.97244,9512,730.6240716500001,730.6,295800,12,0.05225332928855108,230.35,161.80433156458045,0.0003,13495,128,161.80433156458045,1896,3417,1534.8992,31.961407
,,,173627,,,,,,281,266.62555,9548,725.8592273300002,725.9,297400,12,2.4159222950842416,229.24,21.40848384998715,0.0003,13552,128,21.626828193043615,1900,3436,2654.5493,67.18287
,,,175171,,,,,,283,290.3871,9615,761.25116691,761.3,300400,12,0.003996443606538449,238.9,12.921755697365128,0.0003,13658,130,13.414646420110406,1904,3470,3491.1116,69.28047
,,,177141,,,,,,286,291.54907,9705,807.3802215900001,807.4,304400,12,5.5340909729891566e-05,251.86,17.720591449288303,0.0003,13800,131,17.78318273354451,1908,3516,2481.956,48.98274
,,,178097,,,,,,288,299.30185,9746,818.94740363,818.9,306200,12,0.01401846033196084,255.1,235.74245837312068,0.0003,13864,132,235.74245837312068,1912,3537,2885.163,62.698067
,,,179752,,,,,,290,266.84683,9822,844.4111561999999,844.4,309600,12,0.0002855404422780889,262.61,17.290176959938798,0.0003,13984,133,17.609256574506954,1916,3577,2952.3772,59.220394
275.0912,9,836.0,180001,365.72727272727275,8.309019,2.294863417645667,1257.5976603636364,260.27340449134795,,,,,,,,,,,,,,,,,,
,,,180268,,,,,,291,285.80054,9845,826.6705249299999,826.7,310600,12,0.42751644127173016,257.52,253.56705615013502,0.0003,14028,134,253.56705615013502,1920,3588,2742.7932,54.949062
,,,181399,,,,,,293,274.15152,9893,845.9921387299999,846.0,312800,12,0.09236919467805707,262.34,5.0618843864480825,0.0003,14106,135,7.203485862324362,1924,3614,2027.5103,35.498146
,,,182601,,,,,,295,286.00223,9952,855.8989813999999,855.9,315400,12,0.10575599100794757,265.21,6.1619952001556335,0.0003,14197,136,8.44551876789547,1928,3644,2520.0974,63.331875
,,,184766,,,,,,298,301.0752,10046,905.3401599100001,905.3,319600,12,3.829234798806437e-05,279.86,13.161455732767418,0.0003,14346,138,13.543643924608665,1932,3692,2200.3374,54.200096
,,,186149,,,,,,301,287.70135,10108,928.6716926600001,928.7,322400,12,0.013597946448522916,286.48,17.7119731658692,0.0003,14445,139,18.026735570910798,1936,3725,2708.22,58.850445
,,,187432,,,,,,303,259.23843,10167,930.0727765100002,930.1,325000,12,0.010715372136721961,286.89,7.290543307066424,0.0003,14537,140,9.692126916140811,1940,3755,2853.064,52.179604
,,,189092,,,,,,305,301.0721,10238,971.2386468799999,971.2,328200,12,0.003559885070785527,298.27,8.006191907900202,0.0003,14650,141,8.299063822610794,1944,3792,2876.8071,53.503403
,,,189954,,,,,,307,273.99042,10279,973.50819368,973.5,330000,12,0.002874028735804178,298.57,265.0582554640581,0.0003,14714,142,265.0582554640581,1948,3813,2383.3232,50.410343
293.27994,16,907.2,190001,614.4545454545455,12.5293455,-4.7444455321260905,2109.696059909091,262.52333769293455,,,,,,,,,,,,,,,,,,
,,,190006,,,,,,307,274.66895,10283,939.5407205499998,939.5,330200,12,10.105507727829139,288.54,265.3911675076581,0.0003,14737,142,265.3911675076581,1952,3815,3131.3992,53.89987
,,,191566,,,,,,310,299.2266,10350,950.09081522,950.1,333200,12,0.015288755566037255,291.84,8.014854065155069,0.0003,14844,143,9.840341859036569,1956,3850,1695.4801,42.73227
,,,193870,,,,,,313,328.63812,10454,984.28381978,984.3,337800,12,0.0005207874395770321,302.63,37.03765332214284,0.0003,15007,145,37.03894542223855,1960,3903,1695.158,35.34448
,,,195512,,,,,,316,301.16833,10530,993.6434002500002,993.6,341200,12,0.020192148191592967,307.55,31.31896276891595,0.0003,15126,147,31.382497801184417,1964,3942,2783.3782,61.99477
,,,197435,,,,,,319,281.28378,10615,1020.30751486,1020.3,345000,12,4.421615841465952e-05,316.96,22.378359412122297,0.0003,15261,148,22.448467873264796,1968,3986,1702.6831,48.924667
,,,198740,,,,,,321,314.32648,10673,1032.37980188,1032.4,347600,12,0.0008480636985501793,320.97,206.55626682110383,0.0003,15353,149,206.55626682110383,1972,4016,2050.9412,51.290184
278.26035,9,915.5,200001,372.3636363636364,12.382449,9.518466124008786,1254.481884818182,255.9240568187765,,,,,,,,,,,,,,,,,,
,,,200407,,,,,,324,300.83713,10749,1044.2437380999997,1044.2,351000,12,0.008402728355716706,324.64,6.31038407149896,0.0003,15483,151,7.938719112586678,1976,4056,1992.7404,38.338997
,,,201627,,,,,,326,291.62207,10803,1039.85556628,1039.9,353400,12,0.19818900453446292,323.3,13.467214523641667,0.0003,15568,152,14.688922674425555,1980,4083,1186.8904,27.904524
,,,203695,,,,,,329,294.02612,10893,1091.90738437,1091.9,357400,12,4.701278325324358e-05,338.05,11.388530773713326,0.0003,15710,154,11.563350275872075,1984,4130,1978.4332,35.02477
,,,205278,,,,,,332,279.59637,10965,1127.5910177599999,1127.6,360600,12,0.0016213754176819968,347.63,7.1885735966043285,0.0003,15823,155,8.206095447071679,1988,4166,1992.5966,33.82473
,,,206679,,,,,,334,260.67648,11027,1129.4170484899998,1129.4,363400,12,0.003114218397799274,347.93,12.740529094647389,0.0003,15922,156,16.774108455491053,1992,4199,1767.3636,38.583736
,,,207816,,,,,,336,272.9106,11081,1134.93965733,1134.9,365800,12,0.00012564730190613258,349.36,266.43383741422815,0.0003,16006,157,266.43383741422815,1996,4227,2542.4424,43.378906
,,,207860,,,,,,336,271.3941,11081,1112.6401135600001,1112.6,365800,12,7.217751135857709,342.33,265.12451838152833,0.0003,16006,157,265.12451838152833,2000,4227,,
,,,207898,,,,,,336,271.28317,11081,1061.84601704,1061.8,365800,12,6.489823533229384,327.27,265.98830155247174,0.0003,16007,157,265.98830155247174,2004,4227,,
,,,208935,,,,,,338,283.90585,11131,1030.2415864299999,1030.2,368000,12,0.3710634566932147,317.94,14.35753351131111,0.0003,16085,158,14.40148557578506,2008,4252,2370.8977,49.512764
,,,209919,,,,,,340,292.62402,11176,1031.6092958000002,1031.6,370000,12,2.126794837679776,318.22,8.073181968788143,0.0003,16156,159,9.08911098769836,2012,4275,1908.0007,38.96235
313.6768,21,1143.8,210001,819.5454545454545,28.37343,26.591046900895652,2617.062280818182,251.2948706867276,,,,,,,,,,,,,,,,,,
,,,211620,,,,,,342,284.06155,11252,1032.66343151,1032.7,373400,12,0.0007579328066029848,318.68,19.95999535433907,0.0003,16298,160,20.602785861316843,2016,4315,2591.5215,47.453312
,,,212697,,,,,,344,274.37827,11298,1052.00251264,1052.0,375400,12,0.12726235180770323,324.29,12.420068900282848,0.0003,16369,161,12.447376275704922,2020,4338,1928.0809,31.036238
,,,214278,,,,,,347,292.4097,11370,1066.05821962,1066.1,378600,12,0.005668297255340971,328.79,9.217618332524593,0.0003,16483,163,10.119065879432652,2024,4375,1947.8185,43.911434
,,,215066,,,,,,348,234.26614,11406,1051.24482012,1051.2,380200,13,0.656100097498376,324.65,23.15664190970609,0.0003,16539,163,23.33483940937184,2028,4393,2236.2646,39.345078
,,,217438,,,,,,352,295.90433,11514,1058.3072547900001,1058.3,385000,13,2.843796265919882e-06,326.72,11.208507143663844,0.0003,16710,165,11.990832749218919,2032,4449,2716.0413,41.188667
,,,219130,,,,,,355,308.2673,11590,1066.62174266,1066.6,388400,13,0.008817166650623801,329.81,18.947133023128334,0.0003,16831,167,19.428841355675257,2036,4488,2376.242,38.003204
278.07285,10,1238.3,220001,417.1818181818182,11.179918,5.466855030973094,1387.8532187272729,243.450760044825,,,,,,,,,,,,,,,,,,
,,,220451,,,,,,357,287.17096,11648,1068.2985565400002,1068.3,391000,13,0.03140639185132886,330.19,19.39503044973583,0.0003,16933,168,19.398425193892166,2040,4518,2368.0315,36.13158
,,,222293,,,,,,360,281.75854,11729,1073.6084438599999,1073.6,394600,13,0.0001054994190034878,332.01,15.570140591057594,0.0003,17061,169,16.016461750921017,2044,4560,1723.1127,35.920006
,,,223471,,,,,,362,244.02832,11783,1082.72809091,1082.7,397000,13,0.015886946582803887,335.17,21.01191387533806,0.0003,17145,170,21.199417926959605,2048,4588,1868.6592,41.953506
,,,224444,,,,,,363,250.98271,11827,1112.7863287,1112.8,399000,13,0.1679740652919709,344.38,15.172143333200415,0.0003,17216,171,16.550540543969984,2052,4611,1754.8384,31.875948
,,,225953,,,,,,366,274.42993,11894,1111.99478555,1112.0,402000,13,0.002388267309339172,343.87,8.30602654716208,0.0003,17322,172,8.971724341436865,2056,4646,2086.3008,36.383217
,,,226726,,,,,,367,276.936,11930,1060.5077498799997,1060.5,403600,13,0.019139692517990223,328.56,254.30257364923335,0.0003,17379,173,254.30257364923335,2060,4665,1531.544,31.670427
,,,228594,,,,,,370,236.3525,12011,1074.72947848,1074.7,407200,13,1.3633116424800386e-05,330.82,20.785606870819926,0.0003,17505,175,21.35345188112587,2064,4706,1833.6722,35.117844
,,,229651,,,,,,372,274.3276,12060,1049.6890511,1049.7,409400,13,0.0013045140354308034,322.16,249.1736478698563,0.0003,17583,175,249.1736478698563,2068,4731,1534.0348,30.241917
304.75964,19,1386.7,230001,734.1818181818181,25.113567,18.879563652382853,2447.694896363637,259.7443611736947,,,,,,,,,,,,,,,,,,
,,,230425,,,,,,373,272.61984,12095,1036.22504279,1036.2,411000,13,0.01949507427850503,316.85,249.84646913118954,0.0003,17658,176,249.84646913118954,2072,4750,1814.179,36.773075
,,,230528,,,,,,373,270.5153,12100,983.1291097300003,983.1,411200,13,17.29384711931834,301.21,246.98748800226477,0.0003,17665,176,246.98748800226477,2076,4752,1350.0718,25.423529
,,,232009,,,,,,375,276.48837,12167,994.23547938,994.2,414200,13,0.0029875576287519937,303.82,13.857478700007244,0.0003,17771,177,14.785667616664071,2080,4787,2371.247,53.055817
,,,233601,,,,,,378,258.77255,12238,978.8297642000001,978.8,417400,13,0.0005615529520643956,299.06,-1.5325881308338194,0.0003,17884,179,10.901653378490218,2084,4824,1293.8799,27.771461
,,,235202,,,,,,381,241.69133,12309,977.0166454900001,977.0,420600,13,0.00017732867386887545,299.24,39.08043101699143,0.0003,17996,180,39.092003391981635,2088,4861,1775.278,34.781666
,,,236643,,,,,,383,286.76007,12371,976.10464963,976.1,423400,13,0.01137898142810104,299.64,7.69211990524232,0.0003,18095,181,8.502208237085428,2092,4894,1419.8447,27.23938
,,,238166,,,,,,386,329.252,12437,988.64477567,988.6,426400,13,0.004417260740427712,303.5,73.3353200580999,0.0003,18201,183,73.3353200580999,2096,4928,1728.5181,31.93279
,,,238855,,,,,,387,314.29907,12468,1009.5726976200001,1009.6,427800,13,0.8880900855043695,309.95,159.76407474811268,0.0003,18249,183,159.76407474811268,2100,4945,2294.4868,49.387383
327.8585,24,1653.3,240001,944.1818181818181,33.055496,26.61674166802642,3113.9167620000003,263.8081273557978,,,,,,,,,,,,,,,,,,
,,,241344,,,,,,391,326.79874,12578,1091.9609255400003,1092.0,432800,13,8.248539165366403e-05,334.46,22.78376504324618,0.0003,18449,185,23.062130513316237,2104,5002,1430.2867,41.950195
,,,243376,,,,,,394,324.9666,12667,1127.02486876,1127.0,436800,13,0.0082786216228716,344.41,15.73826255797267,0.0003,18589,187,18.480920973469374,2108,5049,2590.2637,51.970184
,,,244951,,,,,,397,272.81207,12737,1148.74365242,1148.7,440000,13,0.0009639571934967068,350.32,2.8524673004651544,0.0003,18700,188,4.983037225464382,2112,5086,1524.3125,28.50315
,,,246663,,,,,,399,318.00287,12812,1150.5527914499999,1150.6,443400,13,3.656662906700918e-05,350.43,155.20097759066343,0.0003,18819,190,155.20097759066343,2116,5125,1446.1445,24.023987
,,,247855,,,,,,401,324.8917,12864,1153.86666354,1153.9,445800,13,0.028835581024919833,351.58,113.30269938770802,0.0003,18903,191,113.30269938770802,2120,5153,1534.652,32.70093
,,,249084,,,,,,403,265.2599,12917,1142.7883072700001,1142.8,448200,13,0.021520874479904348,348.06,2.2667349171091264,0.0003,18987,192,6.543969574133872,2124,5180,1154.802,20.673418
,,,249946,,,,,,405,323.63483,12957,1146.18830252,1146.2,450000,13,0.2543086525501974,348.8,146.5051970455465,0.0003,19050,193,146.5051970455465,2128,5201,1196.8868,20.689095
258.75882,7,1692.2,250001,277.72727272727275,20.162428,5.740843289641439,966.7384101818182,253.68899181405598,,,,,,,,,,,,,,,,,,
,,,251387,,,,,,407,251.16624,13018,1116.7214887799998,1116.7,452800,13,0.0010387676934683144,339.49,43.6395710618911,0.0003,19154,194,43.64606976421532,2132,5234,1718.7076,29.057297
,,,252638,,,,,,409,280.51733,13075,1104.97221003,1105.0,455400,13,0.04173093246421787,335.08,7.267885965686496,0.0003,19245,195,10.052158134746064,2136,5264,1552.8864,45.40172
,,,253948,,,,,,411,250.92851,13131,1105.74732345,1105.7,458000,13,0.0042276596275661995,334.97,26.26836055282729,0.0003,19335,196,26.985177795702306,2140,5294,2590.282,50.701847
,,,254678,,,,,,412,284.6382,13163,1068.3961695399998,1068.4,459400,13,10.554449025306557,323.85,3.9970075374780136,0.0003,19384,197,6.324864566040184,2144,5309,1740.1433,35.078762
,,,255700,,,,,,414,269.9771,13211,1065.15452752,1065.2,461600,13,0.1956916563774958,322.29,3.1585213324961923,0.0003,19459,197,7.225818016798978,2148,5333,2284.0076,41.21765
